iteration	alpha_actor	alpha_critic	gamma	negReward	fit	ratio
64	0.05	0.05	0.229701	0.13051	-450.784	69924.8
65	0.05	0.05	0.204696	0.132138	-453.78	128368
66	0.05	0.05	0.204696	0.132138	-465.594	1.23919e-06
67	0.05	0.05	0.251081	0.136312	-452.85	2.80264
68	0.05	0.05	0.234064	0.135111	-468.804	878.131
69	0.05	0.05	0.23159	0.130983	-463.334	204.07
70	0.05	0.05	0.182689	0.135091	-463.073	4910.62
71	0.05	0.05	0.215219	0.138753	-450.821	3.39525e+08
72	0.05	0.05	0.262064	0.139554	-466.802	28.5439
73	0.05	0.05	0.262064	0.139554	-449.21	1.12719e-07
74	0.05	0.05	0.275813	0.138565	-463.757	35478
75	0.05	0.05	0.28156	0.133626	-469.101	971.379
76	0.05	0.05	0.28156	0.133626	-463.289	0.00191774
77	0.05	0.05	0.28156	0.133626	-458.145	6.9816e-06
78	0.05	0.05	0.281705	0.137407	-452.138	15.8704
79	0.05	0.05	0.281705	0.137407	-456.087	0.0142268
80	0.05	0.05	0.281705	0.137407	-455.529	0.0370207
81	0.05	0.05	0.281705	0.137407	-465.159	7.88708e-06
82	0.05	0.05	0.281705	0.137407	-465.665	0.490087
83	0.05	0.05	0.288715	0.139873	-457.266	1129.27
84	0.05	0.05	0.288715	0.139873	-465.22	4.60082e-08
85	0.05	0.05	0.288715	0.139873	-453.279	1.35631e-09
86	0.05	0.05	0.288715	0.139873	-458.583	1.02094e-09
87	0.05	0.05	0.328194	0.137294	-468.834	27.8703
88	0.05	0.05	0.328194	0.137294	-451.467	2.62019e-07
89	0.05	0.05	0.328194	0.137294	-462.67	9.6929e-06
90	0.05	0.05	0.31405	0.135556	-466.356	8.13409
91	0.05	0.05	0.355245	0.132491	-463.977	0.5745
92	0.05	0.05	0.355245	0.132491	-453.442	3.3374e-11
93	0.05	0.05	0.319929	0.130615	-460.659	3542.59
94	0.05	0.05	0.319929	0.130615	-443.413	5.07554e-11
95	0.05	0.05	0.319929	0.130615	-464.548	0.0313756
96	0.05	0.05	0.319929	0.130615	-441.375	2.11543e-05
97	0.05	0.05	0.313907	0.131156	-460.34	4.77207
98	0.05	0.05	0.313907	0.131156	-460.609	5.07157e-06
99	0.05	0.05	0.313907	0.131156	-457.542	0.000185732
100	0.05	0.05	0.313907	0.131156	-454.861	0.00709219
101	0.05	0.05	0.318592	0.129025	-461.073	128.281
102	0.05	0.05	0.355217	0.132295	-457.97	241.728
103	0.05	0.05	0.355217	0.132295	-469.335	1.07642e-05
104	0.05	0.05	0.36156	0.130442	-460.128	0.0433247
105	0.05	0.05	0.386032	0.127067	-456.06	4.63702
106	0.05	0.05	0.346704	0.125015	-450.591	291624
107	0.05	0.05	0.31	0.128311	-456.558	3284.17
108	0.05	0.05	0.261776	0.12647	-443.868	2.38021e+09
109	0.05	0.05	0.217681	0.122159	-457.034	8.7182e+07
110	0.05	0.05	0.217681	0.122159	-441.773	1.95612e-06
111	0.05	0.05	0.180919	0.121652	-449.007	8.87418
112	0.05	0.05	0.180919	0.121652	-443.8	1.56227e-06
113	0.05	0.05	0.180919	0.121652	-442.134	2.47256e-11
114	0.05	0.05	0.132385	0.118735	-452.959	67037.8
115	0.05	0.05	0.148229	0.117564	-442.086	9.37155e+07
116	0.05	0.05	0.148229	0.117564	-452.334	5.37792e-05
117	0.05	0.05	0.148229	0.117564	-442.538	0.000650507
118	0.05	0.05	0.148229	0.117564	-447.276	6.52963e-07
119	0.05	0.05	0.15995	0.120024	-449.122	12.8838
120	0.05	0.05	0.186006	0.120983	-456.766	851.182
121	0.05	0.05	0.186006	0.120983	-462.768	0.000215804
122	0.05	0.05	0.186006	0.120983	-462.476	0.223832
123	0.05	0.05	0.186006	0.120983	-456.068	0.000145744
124	0.05	0.05	0.173602	0.12579	-450.081	2.0636
125	0.05	0.05	0.199466	0.128529	-447.084	775921
126	0.05	0.05	0.162516	0.131567	-449.561	160761
127	0.05	0.05	0.133862	0.130798	-464.084	11.4559
128	0.05	0.05	0.155605	0.133843	-452.707	60646.4
129	0.05	0.05	0.155605	0.133843	-449.387	4.9865e-08
130	0.05	0.05	0.118171	0.132652	-459.918	28103.7
131	0.05	0.05	0.118171	0.132652	-448.272	1.55826e-08
132	0.05	0.05	0.133199	0.130663	-451.004	6.83161
133	0.05	0.05	0.168411	0.132002	-454.278	1.49835e+07
134	0.05	0.05	0.168411	0.132002	-452.009	0.00551332
135	0.05	0.05	0.168411	0.132002	-454.564	0.000123141
136	0.05	0.05	0.205451	0.128507	-459.523	1898.38
137	0.05	0.05	0.226315	0.127461	-447.212	7156.79
138	0.05	0.05	0.226315	0.127461	-458.229	1.39975e-05
139	0.05	0.05	0.226315	0.127461	-454.055	2.11758e-06
140	0.05	0.05	0.196238	0.12906	-460.281	22.3574
141	0.05	0.05	0.196238	0.12906	-448.917	0.000285726
142	0.05	0.05	0.196238	0.12906	-449.478	1.20405e-06
143	0.05	0.05	0.211051	0.132912	-450.279	431.523
144	0.05	0.05	0.211051	0.132912	-459.251	1.34588e-08
145	0.05	0.05	0.166083	0.130437	-457.36	35.4926
146	0.05	0.05	0.166083	0.130437	-456.004	6.50018e-08
147	0.05	0.05	0.145077	0.131144	-453.97	939.35
148	0.05	0.05	0.145077	0.131144	-455.257	0.00628804
149	0.05	0.05	0.145077	0.131144	-453.99	1.47634e-07
150	0.05	0.05	0.177579	0.134795	-450.819	2.53878
151	0.05	0.05	0.169794	0.132989	-457.51	0.38672
152	0.05	0.05	0.143733	0.13511	-458.056	3.03108
153	0.05	0.05	0.165826	0.135763	-447.533	1.83503
154	0.05	0.05	0.136307	0.140683	-451.834	181755
155	0.05	0.05	0.136307	0.140683	-456.033	0.203902
156	0.05	0.05	0.136307	0.140683	-468.205	0.0052635
157	0.05	0.05	0.136307	0.140683	-463.559	1.1389e-10
158	0.05	0.05	0.136307	0.140683	-452.447	5.21034e-06
159	0.05	0.05	0.173813	0.139108	-458.88	208814
160	0.05	0.05	0.173813	0.139108	-456.444	2.8572e-06
161	0.05	0.05	0.20473	0.135079	-457.641	43.913
162	0.05	0.05	0.168741	0.13534	-454.332	9.2429e+08
163	0.05	0.05	0.168741	0.13534	-457.476	0.00752986
164	0.05	0.05	0.189765	0.137231	-454.295	7.61078e+06
165	0.05	0.05	0.167515	0.138052	-461.44	922901
166	0.05	0.05	0.167515	0.138052	-456.41	3.10019e-05
167	0.05	0.05	0.167515	0.138052	-450.454	0.0617518
168	0.05	0.05	0.146514	0.13413	-455.431	9.5212
169	0.05	0.05	0.194014	0.134377	-454.236	1884.63
170	0.05	0.05	0.194014	0.134377	-446.598	0.00239001
171	0.05	0.05	0.194014	0.134377	-455.683	0.388983
172	0.05	0.05	0.166749	0.13538	-467.162	103371
173	0.05	0.05	0.151303	0.130432	-465.638	18.7813
174	0.05	0.05	0.197659	0.131916	-468.933	527.524
175	0.05	0.05	0.197659	0.131916	-458.688	4.85371e-05
176	0.05	0.05	0.155182	0.127784	-456.178	0.63668
177	0.05	0.05	0.129012	0.123745	-451.1	949870
178	0.05	0.05	0.164305	0.127799	-462.842	7.36073
179	0.05	0.05	0.164305	0.127799	-449.034	0.014263
180	0.05	0.05	0.164305	0.127799	-457.863	1.03714e-05
181	0.05	0.05	0.164305	0.127799	-455.519	0.000263541
182	0.05	0.05	0.164305	0.127799	-456.016	9.69058e-06
183	0.05	0.05	0.164305	0.127799	-461.631	0.00205945
184	0.05	0.05	0.15854	0.128812	-460.033	140.242
185	0.05	0.05	0.15854	0.128812	-449.489	0.000837785
186	0.05	0.05	0.114334	0.130178	-451.414	1.51554e+06
187	0.05	0.05	0.114334	0.130178	-452.627	0.0375428
188	0.05	0.05	0.163303	0.125987	-449.431	18.9694
189	0.05	0.05	0.117284	0.121225	-446.708	1.53552
190	0.05	0.05	0.117284	0.121225	-461.097	0.041437
191	0.05	0.05	0.0994086	0.117065	-460.498	5889.57
192	0.05	0.05	0.0828558	0.112335	-451.616	2.45973e+06
193	0.05	0.05	0.0566893	0.116408	-446.418	7399.45
194	0.05	0.05	0.0566893	0.116408	-454.416	8.76874e-05
195	0.05	0.05	0.0566893	0.116408	-454.286	1.32428e-06
196	0.05	0.05	0.0566893	0.116408	-456.835	0.0235496
197	0.05	0.05	0.0566893	0.116408	-450.329	4.44771e-07
198	0.05	0.05	0.0922114	0.111539	-448.564	4812.6
199	0.05	0.05	0.0716011	0.111124	-454.589	11.0416
200	0.05	0.05	0.0716011	0.111124	-471.685	0.257166
201	0.05	0.05	0.0884037	0.112248	-455.809	35.9392
202	0.05	0.05	0.0884037	0.112248	-447.269	0.00565616
