iteration	alpha_actor	alpha_critic	gamma	negReward	fit	ratio
46	0.05	0.05	0	0.41393	-90.3583	1.09106
47	0.05	0.05	0	0.203474	-84.1976	0.931819
48	0.05	0.05	0	0	-83.4993	0.991706
49	0.05	0.05	0	0.752275	-96.3742	1.15419
50	0.05	0.05	0	1.54666	-112.771	1.17014
51	0.05	0.05	0	1.54666	-112.771	0.905322
52	0.05	0.05	0	0.15144	-82.0064	0.727195
53	0.05	0.05	0	0.333908	-84.5123	1.03056
54	0.05	0.05	0	0.991489	-101.026	1.1954
55	0.05	0.05	0	2.08785	-121.629	1.20393
56	0.05	0.05	0	0.459835	-92.8466	0.763361
57	0.05	0.05	0	0	-84.7304	0.912585
58	0.05	0.05	0	0	-85.4023	1.00793
59	0.05	0.05	0	0.00792901	-82.4348	0.965254
60	0.05	0.05	0	0	-85.6506	1.03901
61	0.05	0.05	0	0.204556	-84.0019	0.98075
62	0.05	0.05	0	0.633181	-93.6875	1.1153
63	0.05	0.05	0	0.70411	-99.5501	1.06258
64	0.05	0.05	0	1.71514	-117.711	1.18242
65	0.05	0.05	0	1.24005	-104.686	0.889349
66	0.05	0.05	0	0	-83.1702	0.794474
67	0.05	0.05	0	0.98872	-98.843	1.18844
68	0.05	0.05	0	1.24327	-105.83	1.07068
69	0.05	0.05	0	0	-82.9332	0.783648
70	0.05	0.05	0	0	-85.0422	1.02543
71	0.05	0.05	0	0.0119784	-82.885	0.974635
72	0.05	0.05	0	0	-85.9566	1.03706
73	0.05	0.05	0	0.607208	-93.0258	1.08224
74	0.05	0.05	0	0.704377	-99.7403	1.07218
75	0.05	0.05	0	1.15585	-101.929	1.02194
76	0.05	0.05	0	0.285426	-85.7975	0.841737
77	0.05	0.05	0	0	-83.1221	0.968817
78	0.05	0.05	0	2.89248	-126.347	1.52002
79	0.05	0.05	0	3.24117	-128.256	1.01511
80	0.05	0.05	0	3.13503	-126.761	0.98834
81	0.05	0.05	0	2.49198	-129.784	1.02385
82	0.05	0.05	0	1.63211	-113.731	0.876307
83	0.05	0.05	0	2.16145	-125.801	1.10613
84	0.05	0.05	0	1.31317	-109.564	0.870926
85	0.05	0.05	0	1.23914	-105.652	0.964296
86	0.05	0.05	0	3.38074	-141.664	1.34086
87	0.05	0.05	0	3.38074	-141.664	0.954817
88	0.05	0.05	0	3.23725	-127.819	0.902271
89	0.05	0.05	0	3.23725	-127.819	0.795631
90	0.05	0.05	0	3.43405	-134.421	1.05164
91	0.05	0.05	0	2.63722	-123.309	0.917339
92	0.05	0.05	0	3.17178	-121.545	0.985694
93	0.05	0.05	0	4.05979	-132.855	1.09305
94	0.05	0.05	0	5.28191	-152.62	1.14877
95	0.05	0.05	0	5.42517	-144.797	0.948741
96	0.05	0.05	0	6.94145	-151.532	1.04652
97	0.05	0.05	0	9.02857	-330.855	2.1834
98	0.05	0.05	0	8.44648	-276.699	0.836316
99	0.05	0.05	0	8.44648	-276.699	0.615732
100	0.05	0.05	0	8.44648	-276.699	0.564906
101	0.05	0.05	0	7.32193	-153.403	0.554404
102	0.05	0.05	0	7.16943	-299.681	1.95355
103	0.05	0.05	0	6.65774	-284.834	0.950456
104	0.05	0.05	0	6.65774	-284.834	0.566618
105	0.05	0.05	0	6.65774	-284.834	0.481404
106	0.05	0.05	0	6.97673	-191.606	0.672694
107	0.05	0.05	0	6.32298	-292.035	1.52415
108	0.05	0.05	0	7.89757	-191.675	0.656341
109	0.05	0.05	0	7.83341	-164.488	0.858161
110	0.05	0.05	0	7.69562	-149.204	0.907082
111	0.05	0.05	0	6.62128	-159.573	1.0695
112	0.05	0.05	0	5.26758	-144.773	0.907252
113	0.05	0.05	0	6.82897	-150.431	1.03908
114	0.05	0.05	0	8.15692	-159.451	1.05996
115	0.05	0.05	0	7.32427	-188.44	1.18181
116	0.05	0.05	0	6.991	-160.953	0.854135
117	0.05	0.05	0	6.81789	-152.88	0.949844
118	0.05	0.05	0	6.23184	-154.556	1.01096
119	0.05	0.05	0	5.47539	-147.634	0.955212
120	0.05	0.05	0	5.77146	-287.72	1.94888
121	0.05	0.05	0	4.76134	-144.167	0.501066
122	0.05	0.05	0	4.53265	-145.597	1.00992
123	0.05	0.05	0	5.3161	-280.315	1.92528
124	0.05	0.05	0	5.3161	-280.315	0.539111
125	0.05	0.05	0	5.3161	-280.315	0.481213
126	0.05	0.05	0	2.86498	-126.548	0.451448
127	0.05	0.05	0	2.68376	-126.434	0.9991
128	0.05	0.05	0	3.36433	-133.013	1.05204
129	0.05	0.05	0	2.96434	-131.326	0.987319
130	0.05	0.05	0	2.98848	-125.574	0.956195
131	0.05	0.05	0	4.81224	-139.854	1.11372
132	0.05	0.05	0	3.2527	-134.357	0.960698
133	0.05	0.05	0	3.17632	-269.762	2.0078
134	0.05	0.05	0	3.17632	-269.762	0.537412
135	0.05	0.05	0	3.57912	-130.905	0.485259
136	0.05	0.05	0	4.65085	-138.364	1.05698
137	0.05	0.05	0	4.39346	-263.24	1.90252
138	0.05	0.05	0	3.46737	-132.511	0.503383
139	0.05	0.05	0	3.12707	-134.659	1.01622
140	0.05	0.05	0	3.89665	-125.965	0.935436
141	0.05	0.05	0	4.64771	-139.869	1.11037
142	0.05	0.05	0	4.69369	-146.704	1.04887
143	0.05	0.05	0	4.60867	-276.942	1.88776
144	0.05	0.05	0	4.60867	-276.942	0.521692
145	0.05	0.05	0	4.60867	-276.942	0.506392
146	0.05	0.05	0	4.60867	-276.942	0.512125
147	0.05	0.05	0	4.60867	-276.942	0.523349
148	0.05	0.05	0	4.60867	-276.942	0.551546
149	0.05	0.05	0	4.60867	-276.942	0.513587
150	0.05	0.05	0	4.69783	-139.031	0.502022
151	0.05	0.05	0	3.14745	-129.314	0.930111
152	0.05	0.05	0	2.7998	-124.188	0.960361
153	0.05	0.05	0	2.33007	-124.181	0.999937
154	0.05	0.05	0	3.55438	-125.909	1.01392
155	0.05	0.05	0	3.96407	-137.343	1.09081
156	0.05	0.05	0	3.56711	-126.562	0.921498
157	0.05	0.05	0	5.06348	-144.906	1.14495
158	0.05	0.05	0	3.63234	-137.004	0.945466
159	0.05	0.05	0	3.37138	-124.496	0.908699
160	0.05	0.05	0	4.49752	-142.817	1.14717
161	0.05	0.05	0	3.19563	-128.312	0.898437
162	0.05	0.05	0	4.75995	-137.554	1.07202
163	0.05	0.05	0	4.75995	-137.554	0.926793
164	0.05	0.05	0	5.811	-146.147	1.06247
165	0.05	0.05	0	4.59788	-134.693	0.92163
166	0.05	0.05	0	5.56748	-294.263	2.1847
167	0.05	0.05	0	5.40799	-285.327	0.969631
168	0.05	0.05	0	3.98703	-131.879	0.462202
169	0.05	0.05	0	4.97766	-141.097	1.0699
170	0.05	0.05	0	5.34855	-143.786	1.01906
171	0.05	0.05	0	5.57436	-285.049	1.98245
172	0.05	0.05	0	3.89704	-130.483	0.457758
173	0.05	0.05	0	4.59805	-148.098	1.135
174	0.05	0.05	0	5.06321	-141.665	0.956562
175	0.05	0.05	0	5.64	-147.095	1.03833
176	0.05	0.05	0	5.48039	-148.453	1.00924
177	0.05	0.05	0	6.70372	-160.363	1.08022
178	0.05	0.05	0	7.40277	-199.658	1.24504
179	0.05	0.05	0	7.78953	-163.682	0.819815
180	0.05	0.05	0	8.02134	-153.618	0.938514
181	0.05	0.05	0	6.53783	-146.166	0.951487
182	0.05	0.05	0	4.98934	-140.32	0.960009
183	0.05	0.05	0	5.98404	-147.285	1.04963
184	0.05	0.05	0	7.07897	-151.049	1.02556
185	0.05	0.05	0	7.09415	-287.936	1.90624
186	0.05	0.05	0	6.68274	-278.23	0.966289
187	0.05	0.05	0	6.68274	-278.23	0.587393
188	0.05	0.05	0	6.35168	-148.096	0.532279
189	0.05	0.05	0	7.04036	-149.811	1.01158
190	0.05	0.05	0	7.25448	-164.243	1.09634
191	0.05	0.05	0	7.22121	-152.193	0.926636
192	0.05	0.05	0	6.47181	-149.069	0.979469
193	0.05	0.05	0	8.54608	-168.415	1.12978
194	0.05	0.05	0	8.54608	-168.415	0.907952
195	0.05	0.05	0	8.25989	-272.242	1.61649
196	0.05	0.05	0	8.25989	-272.242	0.590046
197	0.05	0.05	0	7.4571	-147.973	0.543537
198	0.05	0.05	0	6.26305	-286.054	1.93314
199	0.05	0.05	0	6.26305	-286.054	0.537319
200	0.05	0.05	0	6.26305	-286.054	0.5189
201	0.05	0.05	0	6.26305	-286.054	0.533566
202	0.05	0.05	0	6.26305	-286.054	0.479656
203	0.05	0.05	0	6.26305	-286.054	0.568776
204	0.05	0.05	0	5.66691	-147.92	0.517105
205	0.05	0.05	0	6.83484	-146.951	0.993453
206	0.05	0.05	0	7.38158	-159.188	1.08327
207	0.05	0.05	0	8.44055	-147.881	0.928974
208	0.05	0.05	0	9.53087	-297.977	2.01498
209	0.05	0.05	0	10	-339.269	1.13857
210	0.05	0.05	0	10	-275.932	0.813314
211	0.05	0.05	0	10	-302.787	1.09732
212	0.05	0.05	0	9.1884	-170.141	0.561916
213	0.05	0.05	0	9.09696	-151.722	0.891743
214	0.05	0.05	0	9.26393	-191.34	1.26113
215	0.05	0.05	0	8.04812	-152.667	0.797884
216	0.05	0.05	0	7.47021	-154.934	1.01485
217	0.05	0.05	0	8.11976	-157.943	1.01942
218	0.05	0.05	0	8.65921	-307.694	1.94814
219	0.05	0.05	0	8.65921	-307.694	0.512788
220	0.05	0.05	0	8.65921	-307.694	0.530265
221	0.05	0.05	0	8.65921	-307.694	0.505801
222	0.05	0.05	0	7.85492	-159.388	0.518009
223	0.05	0.05	0	9.00358	-291.624	1.82964
224	0.05	0.05	0	9.00358	-291.624	0.548909
225	0.05	0.05	0	9.18492	-163.778	0.561606
226	0.05	0.05	0	9.08779	-453.53	2.76918
227	0.05	0.05	0	9.08779	-453.53	0.317587
228	0.05	0.05	0	9.08779	-453.53	0.354945
229	0.05	0.05	0	9.7282	-276.599	0.60988
230	0.05	0.05	0	8.14547	-292.156	1.05624
231	0.05	0.05	0	8.14547	-292.156	0.549506
232	0.05	0.05	0	8.88155	-158.515	0.542572
233	0.05	0.05	0	9.17508	-149.421	0.942629
234	0.05	0.05	0	8.64405	-164.101	1.09825
235	0.05	0.05	0	7.88022	-285.185	1.73786
236	0.05	0.05	0	8.41778	-300.368	1.05324
237	0.05	0.05	0	10	-153.383	0.510652
238	0.05	0.05	0	10	-165.968	1.08204
239	0.05	0.05	0	10	-300.514	1.81068
240	0.05	0.05	0	9.27656	-166.764	0.554929
241	0.05	0.05	0	8.99649	-314.153	1.88382
242	0.05	0.05	0	9.83198	-284.52	0.905672
243	0.05	0.05	0	8.29078	-155.951	0.54812
244	0.05	0.05	0	7.31567	-156.473	1.00335
245	0.05	0.05	0	8.1325	-295.081	1.88583
246	0.05	0.05	0	9.068	-169.485	0.574366
247	0.05	0.05	0	9.16065	-155.36	0.916661
248	0.05	0.05	0	10	-162.831	1.04809
249	0.05	0.05	0	9.81197	-166.01	1.01953
250	0.05	0.05	0	10	-278.52	1.67773
251	0.05	0.05	0	9.74198	-412.245	1.48013
252	0.05	0.05	0	9.74198	-412.245	0.675716
253	0.05	0.05	0	9.74198	-412.245	0.720762
254	0.05	0.05	0	9.74198	-412.245	0.386526
255	0.05	0.05	0	9.74198	-412.245	0.394079
256	0.05	0.05	0	9.96331	-159.436	0.386749
257	0.05	0.05	0	10	-170.366	1.06856
258	0.05	0.05	0	10	-162.182	0.951961
259	0.05	0.05	0	8.55719	-160.073	0.986994
260	0.05	0.05	0	7.86401	-158.562	0.990562
261	0.05	0.05	0	8.40875	-190.103	1.19892
262	0.05	0.05	0	8.75672	-162.559	0.855109
263	0.05	0.05	0	10	-294.52	1.81178
264	0.05	0.05	0	10	-296.607	1.00709
265	0.05	0.05	0	10	-296.607	0.678662
266	0.05	0.05	0	10	-296.607	0.674684
267	0.05	0.05	0	10	-298.963	1.00794
268	0.05	0.05	0	10	-298.963	0.545993
269	0.05	0.05	0	10	-273.143	0.913636
270	0.05	0.05	0	10	-163.505	0.598606
271	0.05	0.05	0	10	-163.505	0.971436
272	0.05	0.05	0	10	-303.934	1.85887
273	0.05	0.05	0	10	-303.934	0.502607
274	0.05	0.05	0	10	-303.934	0.511151
275	0.05	0.05	0	9.01277	-297.918	0.980207
276	0.05	0.05	0	8.92031	-287.848	0.9662
277	0.05	0.05	0	9.05091	-292.39	1.01578
278	0.05	0.05	0	8.45634	-163.378	0.558768
279	0.05	0.05	0	8.43709	-165.125	1.01069
280	0.05	0.05	0	7.83184	-160.995	0.974989
281	0.05	0.05	0	7.08518	-297.271	1.84646
282	0.05	0.05	0	6.81036	-153.17	0.515253
283	0.05	0.05	0	5.0822	-146.268	0.954941
284	0.05	0.05	0	3.85771	-137.533	0.940282
285	0.05	0.05	0	2.86377	-128.492	0.934261
286	0.05	0.05	0	2.86377	-128.492	0.920849
287	0.05	0.05	0	1.2878	-110.252	0.858044
288	0.05	0.05	0	0	-84.8865	0.769932
289	0.05	0.05	0	0	-83.696	0.985976
290	0.05	0.05	0	1.0228	-98.475	1.17658
291	0.05	0.05	0	1.62622	-113.131	1.14883
292	0.05	0.05	0	1.62622	-113.131	0.83925
293	0.05	0.05	0	1.33901	-108.492	0.958998
294	0.05	0.05	0	0	-83.1624	0.76653
295	0.05	0.05	0	0	-84.9018	1.02092
296	0.05	0.05	0	1.94644	-107.482	1.26596
297	0.05	0.05	0	3.09355	-129.591	1.2057
298	0.05	0.05	0	2.37846	-124.011	0.956942
299	0.05	0.05	0	2.85968	-127.313	1.02662
300	0.05	0.05	0	3.47778	-126.442	0.99316
301	0.05	0.05	0	3.04781	-136.533	1.07981
302	0.05	0.05	0	1.94689	-117.382	0.859733
303	0.05	0.05	0	1.94689	-117.382	0.731192
304	0.05	0.05	0	1.37798	-113.04	0.963013
305	0.05	0.05	0	1.72813	-111.134	0.983136
306	0.05	0.05	0	2.19347	-120.644	1.08557
307	0.05	0.05	0	1.2812	-108.021	0.895368
308	0.05	0.05	0	0.675547	-94.6724	0.876427
309	0.05	0.05	0	0.343515	-86.7792	0.916626
310	0.05	0.05	0	0	-83.3897	0.960941
311	0.05	0.05	0	1.02963	-107.621	1.29058
312	0.05	0.05	0	0	-83.7041	0.777767
313	0.05	0.05	0	0.536712	-93.4105	1.11596
314	0.05	0.05	0	0	-84.8599	0.908462
315	0.05	0.05	0	0	-83.834	0.987911
316	0.05	0.05	0	0	-83.1201	0.991485
317	0.05	0.05	0	0.552601	-92.6612	1.11479
318	0.05	0.05	0	0	-84.4761	0.911666
319	0.05	0.05	0	0	-85.3041	1.0098
320	0.05	0.05	0	0	-82.3839	0.965768
321	0.05	0.05	0	0	-84.1474	1.02141
322	0.05	0.05	0	0	-84.158	1.00013
323	0.05	0.05	0	0	-83.7478	0.995126
324	0.05	0.05	0	1.18137	-99.0057	1.18219
325	0.05	0.05	0	0.497441	-90.8371	0.917494
326	0.05	0.05	0	1.00058	-95.8712	1.05542
327	0.05	0.05	0	0.618416	-90.4097	0.943033
328	0.05	0.05	0	0	-85.7484	0.948442
329	0.05	0.05	0	0.146383	-82.33	0.960135
330	0.05	0.05	0	0	-84.2884	1.02379
331	0.05	0.05	0	0.622062	-93.8895	1.11391
332	0.05	0.05	0	0.173087	-83.1535	0.885652
333	0.05	0.05	0	0.733059	-97.082	1.1675
334	0.05	0.05	0	0.357812	-85.0617	0.876184
335	0.05	0.05	0	0	-82.4793	0.96964
336	0.05	0.05	0	1.11018	-107.993	1.30934
337	0.05	0.05	0	1.29648	-105.675	0.97853
338	0.05	0.05	0	3.93468	-129.564	1.22607
339	0.05	0.05	0	2.06041	-117.803	0.909224
340	0.05	0.05	0	2.09843	-115.648	0.981713
341	0.05	0.05	0	1.1353	-108.583	0.938909
342	0.05	0.05	0	1.1353	-108.583	0.873665
343	0.05	0.05	0	1.34643	-111.834	1.02994
344	0.05	0.05	0	1.82769	-114.753	1.0261
345	0.05	0.05	0	0.823869	-95.7692	0.83457
346	0.05	0.05	0	1.79512	-116.579	1.21729
347	0.05	0.05	0	2.65918	-122.557	1.05128
348	0.05	0.05	0	0.964692	-99.0681	0.808341
349	0.05	0.05	0	0	-83.3426	0.841266
350	0.05	0.05	0	0.563636	-90.8	1.08948
351	0.05	0.05	0	1.9804	-126.54	1.39361
352	0.05	0.05	0	2.5616	-127.307	1.00606
353	0.05	0.05	0	2.48715	-127.195	0.999122
354	0.05	0.05	0	2.60214	-124.6	0.979598
355	0.05	0.05	0	1.52694	-112.566	0.903418
356	0.05	0.05	0	0.362128	-88.1075	0.782719
357	0.05	0.05	0	1.45164	-104.463	1.18563
358	0.05	0.05	0	1.17977	-105.167	1.00674
359	0.05	0.05	0	1.28971	-109.734	1.04343
360	0.05	0.05	0	1.76507	-122.713	1.11827
361	0.05	0.05	0	1.29591	-107.229	0.873816
362	0.05	0.05	0	1.85871	-114.498	1.06779
363	0.05	0.05	0	3.51019	-131.286	1.14662
364	0.05	0.05	0	3.17884	-128.958	0.98227
365	0.05	0.05	0	3.17884	-128.958	0.869557
366	0.05	0.05	0	3.18242	-133.532	1.03547
367	0.05	0.05	0	3.89635	-138.827	1.03966
368	0.05	0.05	0	2.96809	-134.049	0.965583
369	0.05	0.05	0	3.13344	-128.635	0.959612
370	0.05	0.05	0	4.11314	-144.888	1.12635
371	0.05	0.05	0	4.9064	-152.007	1.04913
372	0.05	0.05	0	4.79752	-145.691	0.958451
373	0.05	0.05	0	4.26737	-146.066	1.00257
374	0.05	0.05	0	2.33236	-118.41	0.810661
375	0.05	0.05	0	1.55054	-118.163	0.997919
376	0.05	0.05	0	0	-85.9576	0.727447
377	0.05	0.05	0	0	-83.2712	0.968748
378	0.05	0.05	0	1.2597	-104.84	1.25902
379	0.05	0.05	0	1.59972	-127.807	1.21906
380	0.05	0.05	0	0.651637	-93.8163	0.734046
381	0.05	0.05	0	0.881336	-102.352	1.09098
382	0.05	0.05	0	2.21625	-118.206	1.1549
383	0.05	0.05	0	0.939345	-103.438	0.875066
384	0.05	0.05	0	0.939345	-103.438	0.791821
385	0.05	0.05	0	0	-85.1057	0.822771
386	0.05	0.05	0	0.407343	-92.1863	1.0832
387	0.05	0.05	0	0.0855504	-81.3923	0.882911
388	0.05	0.05	0	0	-83.9253	1.03112
389	0.05	0.05	0	0.218757	-83.4567	0.994416
390	0.05	0.05	0	1.367	-111.856	1.34028
391	0.05	0.05	0	1.12817	-105.647	0.944494
392	0.05	0.05	0	0.0172613	-82.0656	0.776791
393	0.05	0.05	0	0.368658	-88.5096	1.07852
394	0.05	0.05	0	0	-84.6472	0.956363
395	0.05	0.05	0	0	-83.6179	0.98784
396	0.05	0.05	0	0	-83.474	0.998279
397	0.05	0.05	0	0	-83.9051	1.00516
398	0.05	0.05	0	0.321745	-87.17	1.03891
399	0.05	0.05	0	0.109437	-80.9713	0.92889
400	0.05	0.05	0	0.090434	-79.0833	0.976683
401	0.05	0.05	0	0.552549	-93.7973	1.18606
402	0.05	0.05	0	1.43226	-108.543	1.15721
403	0.05	0.05	0	3.73205	-137.659	1.26824
404	0.05	0.05	0	2.98862	-134.963	0.980417
405	0.05	0.05	0	2.52137	-124.87	0.925214
406	0.05	0.05	0	1.39558	-108.35	0.867703
407	0.05	0.05	0	0.869253	-99.6651	0.919843
408	0.05	0.05	0	1.5581	-107.251	1.07611
409	0.05	0.05	0	0.853375	-96.8433	0.902963
410	0.05	0.05	0	0.845855	-102.528	1.0587
411	0.05	0.05	0	0.845855	-102.528	0.848534
412	0.05	0.05	0	2.62587	-131.135	1.27902
413	0.05	0.05	0	2.62587	-131.135	0.781943
414	0.05	0.05	0	2.30213	-118.671	0.904954
415	0.05	0.05	0	1.26475	-101.496	0.855272
416	0.05	0.05	0	1.33128	-103.335	1.01812
417	0.05	0.05	0	3.21533	-137.376	1.32942
418	0.05	0.05	0	4.63344	-277.721	2.02162
419	0.05	0.05	0	3.84922	-133.535	0.480824
420	0.05	0.05	0	2.65672	-124.782	0.934449
421	0.05	0.05	0	2.65672	-124.782	0.871932
422	0.05	0.05	0	2.32565	-122.359	0.980584
423	0.05	0.05	0	2.01197	-111.165	0.90852
424	0.05	0.05	0	2.33784	-121.337	1.0915
425	0.05	0.05	0	2.67411	-121.117	0.998184
426	0.05	0.05	0	3.82649	-142.084	1.17311
427	0.05	0.05	0	2.40551	-121.543	0.855431
428	0.05	0.05	0	1.66835	-115.578	0.950928
429	0.05	0.05	0	0.763904	-99.0813	0.857266
430	0.05	0.05	0	0.732297	-96.3394	0.972328
431	0.05	0.05	0	1.69596	-108.797	1.12931
432	0.05	0.05	0	1.3562	-110.167	1.01259
433	0.05	0.05	0	3.36729	-126.133	1.14492
434	0.05	0.05	0	3.98807	-286.323	2.27001
435	0.05	0.05	0	4.37749	-143.139	0.499921
436	0.05	0.05	0	4.37749	-143.139	0.943699
437	0.05	0.05	0	4.41657	-147.719	1.032
438	0.05	0.05	0	4.25157	-135.018	0.914015
439	0.05	0.05	0	4.45409	-131.605	0.974721
440	0.05	0.05	0	6.33012	-156.905	1.19225
441	0.05	0.05	0	5.30647	-142.896	0.910716
442	0.05	0.05	0	4.08654	-125.419	0.87769
443	0.05	0.05	0	2.3112	-115.635	0.921994
444	0.05	0.05	0	3.41483	-143.831	1.24384
445	0.05	0.05	0	3.70494	-128.821	0.895639
446	0.05	0.05	0	2.55099	-119.592	0.928362
447	0.05	0.05	0	5.2236	-143.5	1.19991
448	0.05	0.05	0	5.13655	-279.839	1.9501
449	0.05	0.05	0	5.80878	-140.184	0.500945
450	0.05	0.05	0	5.77956	-162.254	1.15743
451	0.05	0.05	0	5.12026	-136.803	0.843144
452	0.05	0.05	0	4.98833	-138.751	1.01424
453	0.05	0.05	0	6.89865	-146.239	1.05396
454	0.05	0.05	0	8.08235	-159.925	1.09359
455	0.05	0.05	0	8.2583	-297.098	1.85773
456	0.05	0.05	0	7.35938	-157.029	0.528542
457	0.05	0.05	0	7.50404	-162.28	1.03344
458	0.05	0.05	0	8.36829	-152.637	0.940581
459	0.05	0.05	0	6.61461	-154.449	1.01187
460	0.05	0.05	0	6.36318	-155.755	1.00846
461	0.05	0.05	0	6.6781	-152.535	0.979323
462	0.05	0.05	0	3.39235	-128.674	0.843572
463	0.05	0.05	0	4.24076	-151.279	1.17568
464	0.05	0.05	0	6.24051	-152.847	1.01037
465	0.05	0.05	0	6.54783	-158.252	1.03536
466	0.05	0.05	0	6.19794	-138.223	0.873439
467	0.05	0.05	0	6.55463	-155.174	1.12264
468	0.05	0.05	0	6.07618	-144.903	0.933808
469	0.05	0.05	0	6.03086	-266.593	1.83981
470	0.05	0.05	0	5.77692	-155.794	0.584388
471	0.05	0.05	0	5.79241	-154.443	0.991329
472	0.05	0.05	0	5.99105	-277.925	1.79953
473	0.05	0.05	0	6.48925	-291.132	1.04752
474	0.05	0.05	0	6.48925	-291.132	0.504197
475	0.05	0.05	0	6.08646	-288.63	0.991407
476	0.05	0.05	0	6.08646	-288.63	0.475915
477	0.05	0.05	0	4.4275	-148.485	0.514448
478	0.05	0.05	0	5.37809	-139.525	0.93966
479	0.05	0.05	0	6.18498	-145.171	1.04046
480	0.05	0.05	0	6.18734	-141.279	0.973194
481	0.05	0.05	0	5.56417	-154.364	1.09262
482	0.05	0.05	0	5.22502	-147.389	0.954811
483	0.05	0.05	0	3.87909	-143.348	0.972586
484	0.05	0.05	0	3.2871	-135.295	0.943822
485	0.05	0.05	0	3.50173	-133.378	0.985828
486	0.05	0.05	0	1.48311	-111.691	0.837403
487	0.05	0.05	0	1.70988	-112.228	1.00481
488	0.05	0.05	0	0.150029	-83.3393	0.742591
489	0.05	0.05	0	0.237644	-84.0154	1.00811
490	0.05	0.05	0	0	-82.6553	0.983811
491	0.05	0.05	0	0.842253	-99.2923	1.20128
492	0.05	0.05	0	1.40542	-113.642	1.14452
493	0.05	0.05	0	3.00361	-137.539	1.21029
494	0.05	0.05	0	2.56997	-124.267	0.903505
495	0.05	0.05	0	2.9998	-132.697	1.06783
496	0.05	0.05	0	4.51778	-150.475	1.13398
497	0.05	0.05	0	4.23632	-132.062	0.877635
498	0.05	0.05	0	5.40739	-148.83	1.12697
499	0.05	0.05	0	5.34899	-142.172	0.955263
500	0.05	0.05	0	6.18676	-152.306	1.07128
501	0.05	0.05	0	6.39488	-151.061	0.991826
502	0.05	0.05	0	5.22194	-147.214	0.974534
503	0.05	0.05	0	4.38859	-138.192	0.938715
504	0.05	0.05	0	4.08747	-140.527	1.01689
505	0.05	0.05	0	4.86467	-140.507	0.999863
506	0.05	0.05	0	4.94073	-137.831	0.980949
507	0.05	0.05	0	4.31633	-136.845	0.992849
508	0.05	0.05	0	2.79483	-117.023	0.855153
509	0.05	0.05	0	2.4963	-122.646	1.04805
510	0.05	0.05	0	1.40277	-110.514	0.901082
511	0.05	0.05	0	0.919757	-98.6087	0.892274
512	0.05	0.05	0	0	-85.0303	0.8623
513	0.05	0.05	0	0	-84.1459	0.989599
514	0.05	0.05	0	0	-81.5646	0.969323
515	0.05	0.05	0	0.0876852	-82.0618	1.0061
516	0.05	0.05	0	0.498771	-89.592	1.09176
517	0.05	0.05	0	2.43794	-123.989	1.38393
518	0.05	0.05	0	3.20098	-132.003	1.06464
