iteration	alpha_actor	alpha_critic	gamma	negReward	fit	ratio
85	0.05	0.05	0	5.76332	-287.314	0.987436
86	0.05	0.05	0	5.76332	-287.314	0.532774
87	0.05	0.05	0	5.77608	-269.427	0.937744
88	0.05	0.05	0	5.32182	-287.469	1.06697
89	0.05	0.05	0	5.32182	-287.469	0.495823
90	0.05	0.05	0	5.32182	-287.469	0.513141
91	0.05	0.05	0	5.20874	-148.51	0.51661
92	0.05	0.05	0	3.64085	-140.266	0.944493
93	0.05	0.05	0	4.13427	-130.327	0.929143
94	0.05	0.05	0	4.80093	-154.598	1.18623
95	0.05	0.05	0	5.41216	-145.259	0.939588
96	0.05	0.05	0	4.56924	-146.357	1.00756
97	0.05	0.05	0	2.32853	-134.76	0.920765
98	0.05	0.05	0	2.29127	-120.148	0.891567
99	0.05	0.05	0	1.00055	-104.144	0.866799
100	0.05	0.05	0	1.12541	-100.479	0.964809
101	0.05	0.05	0	1.17817	-105.215	1.04714
102	0.05	0.05	0	0.781211	-100.027	0.950689
103	0.05	0.05	0	0	-85.8084	0.857854
104	0.05	0.05	0	1.82481	-110.223	1.28452
105	0.05	0.05	0	3.08061	-131.464	1.19271
106	0.05	0.05	0	2.94619	-128.61	0.978294
107	0.05	0.05	0	2.19745	-118.931	0.924745
108	0.05	0.05	0	2.19745	-118.931	0.937997
109	0.05	0.05	0	1.04304	-106.63	0.896568
110	0.05	0.05	0	1.49415	-111.215	1.043
111	0.05	0.05	0	0.601127	-96.6396	0.868944
112	0.05	0.05	0	0.758845	-97.1856	1.00565
113	0.05	0.05	0	2.23063	-115.947	1.19305
114	0.05	0.05	0	3.42942	-142.58	1.22969
115	0.05	0.05	0	2.43934	-131.255	0.920576
116	0.05	0.05	0	2.43934	-131.255	0.944862
117	0.05	0.05	0	2.43934	-131.255	0.857609
118	0.05	0.05	0	2.88305	-136.661	1.04118
119	0.05	0.05	0	3.59398	-132.674	0.970821
120	0.05	0.05	0	4.75781	-135.658	1.02249
121	0.05	0.05	0	5.05982	-160.567	1.18361
122	0.05	0.05	0	4.43884	-143.122	0.891358
123	0.05	0.05	0	5.56299	-147.322	1.02934
124	0.05	0.05	0	6.04939	-293.076	1.98936
125	0.05	0.05	0	5.21174	-138.882	0.473878
126	0.05	0.05	0	5.97111	-154.367	1.1115
127	0.05	0.05	0	6.77449	-189.469	1.22739
128	0.05	0.05	0	6.99958	-153.072	0.8079
129	0.05	0.05	0	6.39537	-412.343	2.69378
130	0.05	0.05	0	6.87636	-291.361	0.706598
131	0.05	0.05	0	7.70644	-157.461	0.540434
132	0.05	0.05	0	7.56533	-288.59	1.83277
133	0.05	0.05	0	7.56533	-288.59	0.532992
134	0.05	0.05	0	7.31456	-160.8	0.557192
135	0.05	0.05	0	7.20278	-292.56	1.8194
136	0.05	0.05	0	8.68973	-299.215	1.02275
137	0.05	0.05	0	8.32826	-153.099	0.51167
138	0.05	0.05	0	7.63469	-336.838	2.20012
139	0.05	0.05	0	9.23005	-298.035	0.884803
140	0.05	0.05	0	7.91499	-151.012	0.506694
141	0.05	0.05	0	9.07693	-296.042	1.96038
142	0.05	0.05	0	9.07693	-296.042	0.569104
143	0.05	0.05	0	7.68408	-161.746	0.546361
144	0.05	0.05	0	7.68408	-161.746	0.931403
145	0.05	0.05	0	7.52289	-158.599	0.980545
146	0.05	0.05	0	7.12058	-273.702	1.72575
147	0.05	0.05	0	7.46944	-161.679	0.59071
148	0.05	0.05	0	8.46855	-151.356	0.936152
149	0.05	0.05	0	8.03736	-152.352	1.00658
150	0.05	0.05	0	8.48231	-154.261	1.01253
151	0.05	0.05	0	8.74669	-296.875	1.92449
152	0.05	0.05	0	8.74669	-296.875	0.5312
153	0.05	0.05	0	9.97076	-284.062	0.95684
154	0.05	0.05	0	10	-158.646	0.558493
155	0.05	0.05	0	9.06033	-159.911	1.00797
156	0.05	0.05	0	8.9319	-155.919	0.975035
157	0.05	0.05	0	8.94788	-168.316	1.07951
158	0.05	0.05	0	7.60033	-157.378	0.935016
159	0.05	0.05	0	7.47014	-153.772	0.977088
160	0.05	0.05	0	7.20925	-158.269	1.02925
161	0.05	0.05	0	6.6894	-157.989	0.998228
162	0.05	0.05	0	6.10098	-294.435	1.86364
163	0.05	0.05	0	6.10098	-294.435	0.534731
164	0.05	0.05	0	6.10098	-294.435	0.491788
165	0.05	0.05	0	6.10098	-294.435	0.504981
166	0.05	0.05	0	6.10098	-294.435	0.510923
167	0.05	0.05	0	6.80331	-289.258	0.982417
168	0.05	0.05	0	6.30722	-146.342	0.50592
169	0.05	0.05	0	6.40146	-142.443	0.973361
170	0.05	0.05	0	5.54819	-290.19	2.03724
171	0.05	0.05	0	5.54819	-290.19	0.491738
172	0.05	0.05	0	5.54819	-290.19	0.509893
173	0.05	0.05	0	3.8534	-137.188	0.472753
174	0.05	0.05	0	3.47017	-144.918	1.05634
175	0.05	0.05	0	4.07284	-144.514	0.997215
176	0.05	0.05	0	5.36705	-145.763	1.00864
177	0.05	0.05	0	5.41221	-140.809	0.966011
178	0.05	0.05	0	3.29115	-142.207	1.00993
179	0.05	0.05	0	4.63769	-139.858	0.983482
180	0.05	0.05	0	3.62058	-149.543	1.06925
181	0.05	0.05	0	1.89383	-113.826	0.761154
182	0.05	0.05	0	3.47171	-132.155	1.16103
183	0.05	0.05	0	4.48987	-147.408	1.11542
184	0.05	0.05	0	3.43517	-131.403	0.891428
185	0.05	0.05	0	2.78282	-132.282	1.00668
186	0.05	0.05	0	3.07568	-124.823	0.943612
187	0.05	0.05	0	4.11849	-154.025	1.23395
188	0.05	0.05	0	5.28317	-160.769	1.04378
189	0.05	0.05	0	5.28317	-160.769	0.832678
190	0.05	0.05	0	6.12579	-154.175	0.958986
191	0.05	0.05	0	7.23685	-151.489	0.98258
192	0.05	0.05	0	6.73911	-292.076	1.92803
193	0.05	0.05	0	6.73911	-292.076	0.499449
194	0.05	0.05	0	6.73911	-292.076	0.475529
195	0.05	0.05	0	6.73911	-292.076	0.531646
196	0.05	0.05	0	7.40226	-184.152	0.630495
197	0.05	0.05	0	6.77636	-152.72	0.829313
198	0.05	0.05	0	6.25138	-155.095	1.01555
199	0.05	0.05	0	8.72886	-414.656	2.67356
200	0.05	0.05	0	8.72886	-414.656	0.70196
201	0.05	0.05	0	9.17079	-270.435	0.652192
202	0.05	0.05	0	9.43839	-190.08	0.702869
203	0.05	0.05	0	10	-291.539	1.53377
204	0.05	0.05	0	10	-164.735	0.565052
205	0.05	0.05	0	10	-336.639	2.04352
206	0.05	0.05	0	10	-336.639	0.89794
207	0.05	0.05	0	10	-336.639	0.446596
208	0.05	0.05	0	10	-334.262	0.992941
209	0.05	0.05	0	10	-334.262	0.490538
210	0.05	0.05	0	10	-334.262	0.505074
211	0.05	0.05	0	9.91132	-170.401	0.509783
212	0.05	0.05	0	9.44049	-200.083	1.17419
213	0.05	0.05	0	10	-154.451	0.771936
214	0.05	0.05	0	9.94345	-164.994	1.06826
215	0.05	0.05	0	9.2748	-156.939	0.951182
216	0.05	0.05	0	9.32168	-160.609	1.02338
217	0.05	0.05	0	7.62731	-156.117	0.972035
218	0.05	0.05	0	7.1722	-156.005	0.999285
219	0.05	0.05	0	7.34131	-156.985	1.00628
220	0.05	0.05	0	7.34131	-156.985	0.917729
221	0.05	0.05	0	7.17499	-154.628	0.984987
222	0.05	0.05	0	5.17984	-144.456	0.934213
223	0.05	0.05	0	4.21357	-129.619	0.897289
224	0.05	0.05	0	3.62901	-130.224	1.00467
225	0.05	0.05	0	4.26914	-138.341	1.06233
226	0.05	0.05	0	2.7422	-123.582	0.89331
227	0.05	0.05	0	3.41594	-131.65	1.06528
228	0.05	0.05	0	2.15327	-125.379	0.952368
229	0.05	0.05	0	4.22086	-138.817	1.10718
230	0.05	0.05	0	3.4341	-136.771	0.985265
231	0.05	0.05	0	3.79551	-134.395	0.982626
232	0.05	0.05	0	4.22913	-141.723	1.05453
233	0.05	0.05	0	4.12488	-134.752	0.950817
234	0.05	0.05	0	4.84575	-146.108	1.08427
235	0.05	0.05	0	4.98262	-148.895	1.01908
236	0.05	0.05	0	3.69974	-136.661	0.917832
237	0.05	0.05	0	4.32327	-152.567	1.11639
238	0.05	0.05	0	5.37474	-151.783	0.994864
239	0.05	0.05	0	6.75042	-161.308	1.06275
240	0.05	0.05	0	5.01318	-152.065	0.942702
241	0.05	0.05	0	4.06216	-129.928	0.854423
242	0.05	0.05	0	5.34042	-288.048	2.21699
243	0.05	0.05	0	4.97681	-135.269	0.469605
244	0.05	0.05	0	5.18316	-150.06	1.10935
245	0.05	0.05	0	5.07165	-142.974	0.952778
246	0.05	0.05	0	3.34003	-132.752	0.928507
247	0.05	0.05	0	4.36735	-133.767	1.00764
248	0.05	0.05	0	5.02735	-134.654	1.00664
249	0.05	0.05	0	4.68801	-138.704	1.03007
250	0.05	0.05	0	3.72218	-143.684	1.0359
251	0.05	0.05	0	2.40994	-115.673	0.805054
252	0.05	0.05	0	3.07282	-128.457	1.11052
253	0.05	0.05	0	2.25597	-124.29	0.967555
254	0.05	0.05	0	2.58281	-116.602	0.938145
255	0.05	0.05	0	3.23565	-134.718	1.15537
256	0.05	0.05	0	0.656204	-95.3383	0.707688
257	0.05	0.05	0	1.58858	-104.915	1.10045
258	0.05	0.05	0	2.52036	-126.027	1.20123
259	0.05	0.05	0	1.04636	-105.152	0.834365
260	0.05	0.05	0	2.23246	-120.365	1.14468
261	0.05	0.05	0	1.27037	-110.548	0.918436
262	0.05	0.05	0	0.573346	-95.1005	0.860265
263	0.05	0.05	0	2.51879	-135.051	1.42009
264	0.05	0.05	0	3.68617	-133.728	0.990201
265	0.05	0.05	0	2.7406	-135.245	1.01134
266	0.05	0.05	0	3.11566	-126.038	0.931926
267	0.05	0.05	0	2.60568	-128.127	1.01657
268	0.05	0.05	0	3.56312	-128.594	1.00364
269	0.05	0.05	0	3.82258	-145.282	1.12978
270	0.05	0.05	0	3.33445	-137.42	0.945882
271	0.05	0.05	0	2.89301	-131.006	0.953325
272	0.05	0.05	0	2.85204	-131.251	1.00187
273	0.05	0.05	0	3.31078	-131.228	0.999822
274	0.05	0.05	0	1.04163	-101.96	0.776974
275	0.05	0.05	0	0	-83.5033	0.818978
276	0.05	0.05	0	0	-85.0527	1.01856
277	0.05	0.05	0	0	-86.6404	1.01867
278	0.05	0.05	0	0	-83.6535	0.965525
279	0.05	0.05	0	0.0223629	-82.6083	0.987505
280	0.05	0.05	0	0	-86.2098	1.0436
281	0.05	0.05	0	0	-82.0776	0.952068
282	0.05	0.05	0	1.41014	-112.162	1.36654
283	0.05	0.05	0	2.01804	-125.425	1.11824
284	0.05	0.05	0	3.46924	-144.961	1.15576
285	0.05	0.05	0	2.66269	-123.244	0.850186
286	0.05	0.05	0	2.54683	-120.435	0.977209
287	0.05	0.05	0	2.95095	-127.134	1.05563
288	0.05	0.05	0	2.24852	-123.491	0.971339
289	0.05	0.05	0	2.77708	-128.958	1.04427
290	0.05	0.05	0	1.79055	-115.643	0.896752
291	0.05	0.05	0	1.35763	-110.675	0.957038
292	0.05	0.05	0	1.07311	-100.58	0.908788
293	0.05	0.05	0	1.07311	-100.58	0.80393
294	0.05	0.05	0	1.38401	-106.117	1.05505
295	0.05	0.05	0	2.05359	-116.174	1.09478
296	0.05	0.05	0	2.63976	-123.194	1.06043
297	0.05	0.05	0	2.22797	-119.482	0.969866
298	0.05	0.05	0	0.915905	-102.712	0.859644
299	0.05	0.05	0	0	-83.5817	0.813749
300	0.05	0.05	0	0.0346045	-80.3345	0.961149
301	0.05	0.05	0	1.55049	-111.995	1.3941
302	0.05	0.05	0	3.23294	-127.286	1.13654
303	0.05	0.05	0	4.15893	-140.273	1.10203
304	0.05	0.05	0	5.39648	-141.143	1.0062
305	0.05	0.05	0	6.1184	-150.929	1.06934
306	0.05	0.05	0	6.56008	-153.31	1.01577
307	0.05	0.05	0	5.95619	-149.238	0.973441
308	0.05	0.05	0	5.10573	-150.702	1.00981
309	0.05	0.05	0	4.81652	-146.667	0.973229
310	0.05	0.05	0	4.95686	-148.385	1.01171
311	0.05	0.05	0	4.43872	-278.976	1.88008
312	0.05	0.05	0	4.43872	-278.976	0.550947
313	0.05	0.05	0	5.23401	-277.178	0.993556
314	0.05	0.05	0	3.25087	-126.43	0.456132
315	0.05	0.05	0	4.26711	-126.898	1.00371
316	0.05	0.05	0	3.75745	-274.759	2.16519
317	0.05	0.05	0	3.71333	-133.153	0.484616
318	0.05	0.05	0	4.1961	-150.983	1.13391
319	0.05	0.05	0	4.74254	-148.844	0.985832
320	0.05	0.05	0	4.10489	-149.066	1.00149
321	0.05	0.05	0	4.91765	-154.987	1.03972
322	0.05	0.05	0	3.65961	-133.862	0.863699
323	0.05	0.05	0	2.23263	-118.118	0.882384
324	0.05	0.05	0	1.43639	-115.231	0.975556
325	0.05	0.05	0	1.43639	-115.231	0.715629
326	0.05	0.05	0	1.43639	-115.231	0.962328
327	0.05	0.05	0	3.49043	-131.354	1.13992
328	0.05	0.05	0	2.33289	-120.434	0.916864
329	0.05	0.05	0	1.81415	-113.061	0.938778
330	0.05	0.05	0	1.9903	-126.161	1.11587
331	0.05	0.05	0	3.35091	-139.584	1.10639
332	0.05	0.05	0	2.06864	-117.602	0.842518
333	0.05	0.05	0	2.06864	-117.602	0.833953
334	0.05	0.05	0	2.0881	-120.758	1.02684
335	0.05	0.05	0	2.08612	-119.918	0.993037
336	0.05	0.05	0	0	-84.6347	0.705775
337	0.05	0.05	0	0	-83.4768	0.986318
338	0.05	0.05	0	0.0229592	-81.0477	0.970901
339	0.05	0.05	0	0	-84.2407	1.0394
340	0.05	0.05	0	0.290156	-86.217	1.02346
341	0.05	0.05	0	0	-83.4111	0.967455
342	0.05	0.05	0	0	-84.8798	1.01761
343	0.05	0.05	0	0.120383	-85.206	1.00384
344	0.05	0.05	0	0.674433	-92.1199	1.08114
345	0.05	0.05	0	3.0191	-132.186	1.43494
346	0.05	0.05	0	3.14021	-134.101	1.01449
347	0.05	0.05	0	2.8648	-125.546	0.936203
348	0.05	0.05	0	3.46218	-140.207	1.11677
349	0.05	0.05	0	3.91067	-136.313	0.972232
350	0.05	0.05	0	5.09154	-146.089	1.07171
351	0.05	0.05	0	4.05878	-128.42	0.879053
352	0.05	0.05	0	4.45279	-133.421	1.03894
353	0.05	0.05	0	5.52106	-143.343	1.07437
354	0.05	0.05	0	6.20877	-276.503	1.92895
355	0.05	0.05	0	5.61944	-266.658	0.964397
356	0.05	0.05	0	5.79458	-148.628	0.557372
357	0.05	0.05	0	7.38294	-200.046	1.34595
358	0.05	0.05	0	5.88975	-154.818	0.773913
359	0.05	0.05	0	7.26943	-155.278	1.00297
360	0.05	0.05	0	7.3255	-156.019	1.00477
361	0.05	0.05	0	7.11591	-156.23	1.00135
362	0.05	0.05	0	8.23269	-160.661	1.02836
363	0.05	0.05	0	9.15487	-163.542	1.01793
364	0.05	0.05	0	8.90362	-167.537	1.02442
365	0.05	0.05	0	8.14504	-159.151	0.949947
366	0.05	0.05	0	9.10227	-161.917	1.01738
367	0.05	0.05	0	9.10236	-165.872	1.02443
368	0.05	0.05	0	9.65188	-160.657	0.968556
369	0.05	0.05	0	8.25149	-292.201	1.81879
370	0.05	0.05	0	7.24034	-143.317	0.490473
371	0.05	0.05	0	6.48867	-148.117	1.03349
372	0.05	0.05	0	5.51106	-185.483	1.25227
373	0.05	0.05	0	5.71757	-151.75	0.818138
374	0.05	0.05	0	5.71757	-151.75	0.886163
375	0.05	0.05	0	5.39544	-144.029	0.949119
376	0.05	0.05	0	3.84447	-124.006	0.860975
377	0.05	0.05	0	4.21205	-276.737	2.23165
378	0.05	0.05	0	3.06247	-125.875	0.454856
379	0.05	0.05	0	3.56971	-136.78	1.08663
380	0.05	0.05	0	4.57281	-136.33	0.996709
381	0.05	0.05	0	4.4806	-139.235	1.02131
382	0.05	0.05	0	3.91427	-140.887	1.01186
383	0.05	0.05	0	2.02018	-115.243	0.817981
384	0.05	0.05	0	2.25388	-122.996	1.06727
385	0.05	0.05	0	1.63905	-113.865	0.925768
386	0.05	0.05	0	2.96107	-126.519	1.11113
387	0.05	0.05	0	2.72891	-138.228	1.09254
388	0.05	0.05	0	1.18765	-111.586	0.807267
389	0.05	0.05	0	1.22218	-105.677	0.947038
390	0.05	0.05	0	0.523534	-89.687	0.848693
391	0.05	0.05	0	2.75298	-120.142	1.33957
392	0.05	0.05	0	3.58466	-133.026	1.10724
393	0.05	0.05	0	5.23187	-141.878	1.06654
394	0.05	0.05	0	4.95898	-146.139	1.03003
395	0.05	0.05	0	5.12574	-137.392	0.940144
396	0.05	0.05	0	2.92843	-126.147	0.918153
397	0.05	0.05	0	2.85603	-145.327	1.15205
398	0.05	0.05	0	2.64617	-129.585	0.891674
399	0.05	0.05	0	3.61318	-129.983	1.00307
400	0.05	0.05	0	4.48033	-135.731	1.04422
401	0.05	0.05	0	4.14646	-279.836	2.06169
402	0.05	0.05	0	4.14646	-279.836	0.512613
403	0.05	0.05	0	4.14646	-279.836	0.548199
404	0.05	0.05	0	3.92529	-133.759	0.47799
405	0.05	0.05	0	3.29701	-131.324	0.981795
406	0.05	0.05	0	3.66646	-133.462	1.01629
407	0.05	0.05	0	4.28172	-138.597	1.03847
408	0.05	0.05	0	4.56461	-140.085	1.01074
409	0.05	0.05	0	6.99842	-292.491	2.08795
410	0.05	0.05	0	7.45552	-155.611	0.53202
411	0.05	0.05	0	7.68763	-152.682	0.98118
412	0.05	0.05	0	7.36722	-152.104	0.996212
413	0.05	0.05	0	6.30122	-148.426	0.975822
414	0.05	0.05	0	5.68785	-143.29	0.965397
415	0.05	0.05	0	3.96315	-137.173	0.95731
416	0.05	0.05	0	4.08309	-133.89	0.976062
417	0.05	0.05	0	4.21673	-129.18	0.964823
418	0.05	0.05	0	4.67149	-286.189	2.21543
419	0.05	0.05	0	4.67149	-286.189	0.54192
420	0.05	0.05	0	7.08024	-166.369	0.581325
421	0.05	0.05	0	8.09687	-292.157	1.75608
422	0.05	0.05	0	9.2899	-283.617	0.97077
423	0.05	0.05	0	8.84073	-155.609	0.548658
424	0.05	0.05	0	8.42843	-154.668	0.993955
425	0.05	0.05	0	8.06838	-165.907	1.07266
426	0.05	0.05	0	9.5178	-279.88	1.68697
427	0.05	0.05	0	8.57248	-294.676	1.05287
428	0.05	0.05	0	8.06581	-282.036	0.957103
429	0.05	0.05	0	9.18993	-180.911	0.641446
430	0.05	0.05	0	9.70694	-191.124	1.05645
431	0.05	0.05	0	8.76302	-300.19	1.57066
432	0.05	0.05	0	9.41079	-167.724	0.558727
433	0.05	0.05	0	9.15148	-155.494	0.927084
434	0.05	0.05	0	9.37632	-294.107	1.89143
435	0.05	0.05	0	8.62032	-416.537	1.41628
436	0.05	0.05	0	8.62032	-416.537	0.377355
437	0.05	0.05	0	8.62032	-416.537	0.401808
438	0.05	0.05	0	9.68811	-167.476	0.402067
439	0.05	0.05	0	8.60807	-165.021	0.985342
440	0.05	0.05	0	10	-295.849	1.79279
441	0.05	0.05	0	10	-199.472	0.674235
442	0.05	0.05	0	9.56092	-193.874	0.971939
443	0.05	0.05	0	9.74893	-171.114	0.882601
444	0.05	0.05	0	9.85416	-168.809	0.986529
445	0.05	0.05	0	9.10136	-158.65	0.939823
446	0.05	0.05	0	8.64515	-159.326	1.00426
447	0.05	0.05	0	9.45895	-160.585	1.0079
448	0.05	0.05	0	9.1138	-156.413	0.974024
449	0.05	0.05	0	7.27118	-159.248	1.01812
450	0.05	0.05	0	6.99562	-150.455	0.944786
451	0.05	0.05	0	6.89748	-144.433	0.95997
452	0.05	0.05	0	7.59744	-159.187	1.10215
453	0.05	0.05	0	5.9596	-293.053	1.84094
454	0.05	0.05	0	5.9596	-293.053	0.540742
455	0.05	0.05	0	5.69148	-140.227	0.478505
456	0.05	0.05	0	5.73728	-147.247	1.05006
457	0.05	0.05	0	6.18859	-138.151	0.938228
458	0.05	0.05	0	7.25847	-152.077	1.1008
459	0.05	0.05	0	7.06057	-156.931	1.03192
460	0.05	0.05	0	7.471	-148.399	0.94563
461	0.05	0.05	0	8.18556	-293.96	1.98088
462	0.05	0.05	0	9.21103	-160.156	0.544823
463	0.05	0.05	0	6.8715	-165.598	1.03398
464	0.05	0.05	0	7.28723	-157.462	0.950868
465	0.05	0.05	0	7.12767	-411.444	2.61298
466	0.05	0.05	0	7.34525	-146.779	0.356742
467	0.05	0.05	0	9.20287	-161.951	1.10336
468	0.05	0.05	0	8.65514	-315.794	1.94994
469	0.05	0.05	0	7.54397	-287.665	0.910925
470	0.05	0.05	0	7.07659	-154.035	0.535466
471	0.05	0.05	0	7.4112	-188.713	1.22513
472	0.05	0.05	0	7.49124	-159.337	0.844337
473	0.05	0.05	0	7.20704	-145.002	0.910031
474	0.05	0.05	0	7.28718	-148.224	1.02222
475	0.05	0.05	0	8.85538	-159.93	1.07898
476	0.05	0.05	0	7.9555	-287.583	1.79819
477	0.05	0.05	0	9.37686	-283.014	0.984112
478	0.05	0.05	0	9.37686	-283.014	0.563571
479	0.05	0.05	0	9.37686	-283.014	0.593938
480	0.05	0.05	0	8.83132	-281.371	0.994194
481	0.05	0.05	0	8.83132	-281.371	0.546859
482	0.05	0.05	0	8.48151	-157.974	0.561442
483	0.05	0.05	0	7.98254	-156.368	0.989836
484	0.05	0.05	0	7.24774	-153.806	0.983613
485	0.05	0.05	0	8.25584	-159.043	1.03405
486	0.05	0.05	0	8.88759	-158.214	0.994785
487	0.05	0.05	0	7.09464	-160.295	1.01316
488	0.05	0.05	0	7.9793	-289.474	1.80588
489	0.05	0.05	0	9.08754	-273.37	0.944367
490	0.05	0.05	0	10	-331.193	1.21152
491	0.05	0.05	0	10	-166.122	0.501586
492	0.05	0.05	0	10	-282.3	1.69936
493	0.05	0.05	0	8.60114	-156.388	0.553977
494	0.05	0.05	0	8.97161	-161.793	1.03456
495	0.05	0.05	0	7.73747	-151.944	0.939124
496	0.05	0.05	0	7.1374	-150.606	0.991191
497	0.05	0.05	0	6.94188	-295.818	1.96419
498	0.05	0.05	0	7.00102	-151.068	0.510677
499	0.05	0.05	0	7.20254	-293.835	1.94506
500	0.05	0.05	0	6.2594	-279.096	0.949839
501	0.05	0.05	0	6.2594	-279.096	0.489649
502	0.05	0.05	0	6.64117	-288.771	1.03466
503	0.05	0.05	0	6.64117	-288.771	0.522401
504	0.05	0.05	0	6.64117	-288.771	0.498466
505	0.05	0.05	0	7.53995	-298.373	1.03325
506	0.05	0.05	0	7.53995	-298.373	0.644581
507	0.05	0.05	0	8.22632	-161.175	0.54018
508	0.05	0.05	0	10	-207.392	1.28675
509	0.05	0.05	0	9.64735	-167.113	0.805784
510	0.05	0.05	0	9.64735	-167.113	0.920316
511	0.05	0.05	0	9.04097	-277.652	1.66146
512	0.05	0.05	0	9.10463	-300.114	1.0809
513	0.05	0.05	0	9.48622	-300.101	0.999958
514	0.05	0.05	0	10	-306.675	1.0219
515	0.05	0.05	0	10	-306.675	0.611478
516	0.05	0.05	0	9.23468	-290.908	0.948588
517	0.05	0.05	0	9.23468	-290.908	0.586511
518	0.05	0.05	0	10	-161.851	0.556365
519	0.05	0.05	0	10	-158.73	0.980716
