iteration	alpha_actor	alpha_critic	gamma	negReward	fit	ratio
140	0.05	0.05	0	3.42854	-127.609	0.968751
141	0.05	0.05	0	2.94893	-128.03	1.00331
142	0.05	0.05	0	3.43391	-143.177	1.11831
143	0.05	0.05	0	3.14692	-123.748	0.864295
144	0.05	0.05	0	3.63292	-132.734	1.07262
145	0.05	0.05	0	2.91338	-126.207	0.950826
146	0.05	0.05	0	4.04726	-147.14	1.16586
147	0.05	0.05	0	3.69272	-134.381	0.913286
148	0.05	0.05	0	3.47923	-126.754	0.943239
149	0.05	0.05	0	2.50283	-119.486	0.942665
150	0.05	0.05	0	4.58588	-174.389	1.45949
151	0.05	0.05	0	4.59311	-146.284	0.838838
152	0.05	0.05	0	5.99638	-149.054	1.01893
153	0.05	0.05	0	8.0348	-158.705	1.06475
154	0.05	0.05	0	9.11548	-175.776	1.10756
155	0.05	0.05	0	9.99408	-194.154	1.10456
156	0.05	0.05	0	10	-297.296	1.53124
157	0.05	0.05	0	10	-298.182	1.00298
158	0.05	0.05	0	8.45933	-413.597	1.38706
159	0.05	0.05	0	8.23815	-291.783	0.705476
160	0.05	0.05	0	8.96511	-158.316	0.542581
161	0.05	0.05	0	7.73616	-162.59	1.027
162	0.05	0.05	0	8.65136	-149.289	0.918196
163	0.05	0.05	0	9.83086	-291.627	1.95343
164	0.05	0.05	0	10	-330.532	1.13341
165	0.05	0.05	0	10	-330.532	0.459324
166	0.05	0.05	0	9.13065	-330.228	0.99908
167	0.05	0.05	0	9.01181	-292.613	0.886094
168	0.05	0.05	0	9.01181	-292.613	0.537506
169	0.05	0.05	0	9.84772	-417.279	1.42604
170	0.05	0.05	0	9.6228	-300.647	0.720495
171	0.05	0.05	0	9.91973	-166.794	0.554783
172	0.05	0.05	0	8.99563	-173.459	1.03996
173	0.05	0.05	0	9.44664	-299.579	1.72709
174	0.05	0.05	0	8.91821	-161.796	0.540079
175	0.05	0.05	0	7.51794	-161.824	1.00017
176	0.05	0.05	0	7.68613	-155.946	0.96368
177	0.05	0.05	0	7.17096	-152.892	0.980412
178	0.05	0.05	0	7.27139	-414.69	2.71231
179	0.05	0.05	0	7.27139	-414.69	0.388204
180	0.05	0.05	0	8.04241	-163.123	0.393362
181	0.05	0.05	0	7.81169	-157.118	0.963189
182	0.05	0.05	0	8.16104	-162.644	1.03517
183	0.05	0.05	0	7.38336	-155.168	0.954037
184	0.05	0.05	0	7.78973	-166.356	1.0721
185	0.05	0.05	0	9.85452	-166.958	1.00362
186	0.05	0.05	0	8.97647	-146.517	0.877565
187	0.05	0.05	0	8.50855	-186.08	1.27003
188	0.05	0.05	0	7.39738	-145.568	0.782289
189	0.05	0.05	0	8.02838	-274.786	1.88768
190	0.05	0.05	0	9.5074	-300.251	1.09268
191	0.05	0.05	0	10	-277.624	0.924639
192	0.05	0.05	0	8.80954	-292.601	1.05395
193	0.05	0.05	0	9.7547	-286.331	0.978574
194	0.05	0.05	0	9.9076	-415.81	1.4522
195	0.05	0.05	0	9.9076	-415.81	0.390797
196	0.05	0.05	0	9.78616	-169.573	0.407812
197	0.05	0.05	0	10	-199.421	1.17602
198	0.05	0.05	0	10	-301.884	1.5138
199	0.05	0.05	0	10	-301.884	0.667398
200	0.05	0.05	0	10	-301.884	0.542852
201	0.05	0.05	0	10	-168.776	0.559075
202	0.05	0.05	0	10	-173.119	1.02573
203	0.05	0.05	0	9.25765	-161.357	0.932057
204	0.05	0.05	0	9.62206	-164.724	1.02087
205	0.05	0.05	0	10	-303.713	1.84377
206	0.05	0.05	0	10	-303.713	0.551309
207	0.05	0.05	0	9.06827	-160.145	0.52729
208	0.05	0.05	0	7.76825	-299.171	1.86812
209	0.05	0.05	0	8.63707	-292.215	0.97675
210	0.05	0.05	0	8.63707	-292.215	0.522445
211	0.05	0.05	0	8.13525	-162.895	0.557449
212	0.05	0.05	0	9.15112	-159.864	0.981396
213	0.05	0.05	0	9.15112	-159.864	0.976326
214	0.05	0.05	0	9.39964	-162.887	1.01891
215	0.05	0.05	0	8.15612	-161.324	0.990404
216	0.05	0.05	0	7.22442	-296.012	1.83489
217	0.05	0.05	0	7.22442	-296.012	0.501677
218	0.05	0.05	0	7.22442	-296.012	0.529269
219	0.05	0.05	0	7.22442	-296.012	0.519943
220	0.05	0.05	0	7.22442	-296.012	0.507241
221	0.05	0.05	0	7.22442	-296.012	0.50039
222	0.05	0.05	0	8.1768	-193.091	0.652307
223	0.05	0.05	0	6.71237	-292.244	1.51351
224	0.05	0.05	0	5.9568	-154.306	0.528003
225	0.05	0.05	0	6.11132	-144.268	0.934948
226	0.05	0.05	0	5.05635	-280.098	1.94151
227	0.05	0.05	0	3.52407	-124.097	0.443048
228	0.05	0.05	0	2.14807	-114.798	0.925065
229	0.05	0.05	0	0.858686	-98.2502	0.855855
230	0.05	0.05	0	0	-84.7892	0.862992
231	0.05	0.05	0	0	-85.3604	1.00674
232	0.05	0.05	0	0.594756	-92.2797	1.08106
233	0.05	0.05	0	0	-85.8331	0.93014
234	0.05	0.05	0	0	-85.7272	0.998766
235	0.05	0.05	0	0.152936	-82.5101	0.962473
236	0.05	0.05	0	0	-82.8159	1.00371
237	0.05	0.05	0	1.42452	-114.817	1.38641
238	0.05	0.05	0	0.0361872	-85.0182	0.740469
239	0.05	0.05	0	0.874596	-95.1465	1.11913
240	0.05	0.05	0	0.716463	-96.648	1.01578
241	0.05	0.05	0	1.99407	-115.877	1.19896
242	0.05	0.05	0	1.83598	-130.484	1.12606
243	0.05	0.05	0	3.2754	-126.891	0.972461
244	0.05	0.05	0	3.38123	-130.042	1.02484
245	0.05	0.05	0	1.69448	-108.522	0.834514
246	0.05	0.05	0	2.10353	-125.591	1.15729
247	0.05	0.05	0	1.44426	-106.424	0.847384
248	0.05	0.05	0	0.41128	-86.7858	0.815472
249	0.05	0.05	0	0.313952	-87.3534	1.00654
250	0.05	0.05	0	0.453518	-90.7688	1.0391
251	0.05	0.05	0	1.9036	-124.158	1.36785
252	0.05	0.05	0	3.19169	-127.397	1.02609
253	0.05	0.05	0	2.8711	-127.948	1.00432
254	0.05	0.05	0	1.81551	-115.558	0.903159
255	0.05	0.05	0	0.425505	-89.8564	0.77759
256	0.05	0.05	0	0	-84.8706	0.944514
257	0.05	0.05	0	0	-84.6834	0.997794
258	0.05	0.05	0	0	-86.028	1.01588
259	0.05	0.05	0	0.957316	-103.129	1.19879
260	0.05	0.05	0	0	-83.4268	0.808954
261	0.05	0.05	0	0	-84.1847	1.00908
262	0.05	0.05	0	0	-84.7521	1.00674
263	0.05	0.05	0	2.65408	-120.207	1.41833
264	0.05	0.05	0	2.43927	-126.482	1.0522
265	0.05	0.05	0	3.89736	-129.128	1.02093
266	0.05	0.05	0	5.13648	-284.603	2.20403
267	0.05	0.05	0	5.13648	-284.603	0.533266
268	0.05	0.05	0	5.33943	-133.815	0.470181
269	0.05	0.05	0	7.00871	-157.493	1.17695
270	0.05	0.05	0	7.08928	-156.679	0.994828
271	0.05	0.05	0	3.97846	-142.874	0.911894
272	0.05	0.05	0	4.4888	-147.54	1.03266
273	0.05	0.05	0	5.08339	-273.097	1.851
274	0.05	0.05	0	4.71724	-133.276	0.488017
275	0.05	0.05	0	5.50861	-182.531	1.36958
276	0.05	0.05	0	2.69164	-124.428	0.681678
277	0.05	0.05	0	3.42514	-148.486	1.19336
278	0.05	0.05	0	3.15237	-124.981	0.841702
279	0.05	0.05	0	2.18208	-131.543	1.0525
280	0.05	0.05	0	2.73581	-118.909	0.903951
281	0.05	0.05	0	2.41469	-127.897	1.07559
282	0.05	0.05	0	3.1333	-124.75	0.975395
283	0.05	0.05	0	1.91867	-113.011	0.905898
284	0.05	0.05	0	2.03707	-125.765	1.11286
285	0.05	0.05	0	2.16687	-126.588	1.00654
286	0.05	0.05	0	1.68003	-110.843	0.875618
287	0.05	0.05	0	2.37653	-267.089	2.40963
288	0.05	0.05	0	3.0856	-136.257	0.510157
289	0.05	0.05	0	4.51004	-138.169	1.01403
290	0.05	0.05	0	4.30986	-257.604	1.86442
291	0.05	0.05	0	4.30986	-257.604	0.53095
292	0.05	0.05	0	4.30986	-257.604	0.516127
293	0.05	0.05	0	3.7702	-139.719	0.542377
294	0.05	0.05	0	3.7702	-139.719	0.896422
295	0.05	0.05	0	3.7702	-139.719	0.916561
296	0.05	0.05	0	3.75127	-136.871	0.979623
297	0.05	0.05	0	4.92666	-153.074	1.11838
298	0.05	0.05	0	4.49517	-132.57	0.866048
299	0.05	0.05	0	4.02512	-130.858	0.987091
300	0.05	0.05	0	5.52459	-141.835	1.08388
301	0.05	0.05	0	7.07505	-278.859	1.96608
302	0.05	0.05	0	7.63656	-270.225	0.969038
303	0.05	0.05	0	7.64142	-294.54	1.08998
304	0.05	0.05	0	7.64142	-294.54	0.549034
305	0.05	0.05	0	7.82152	-293.681	0.997082
306	0.05	0.05	0	8.33578	-273.84	0.93244
307	0.05	0.05	0	8.90309	-448.184	1.63666
308	0.05	0.05	0	9.15676	-291.907	0.65131
309	0.05	0.05	0	9.15676	-291.907	0.51483
310	0.05	0.05	0	8.31596	-296.44	1.01553
311	0.05	0.05	0	6.63612	-156.643	0.528414
312	0.05	0.05	0	7.07173	-149.152	0.952175
313	0.05	0.05	0	9.18748	-157.871	1.05846
314	0.05	0.05	0	8.26449	-158.343	1.00299
315	0.05	0.05	0	9.54927	-298.093	1.88257
316	0.05	0.05	0	9.54927	-298.093	0.545608
317	0.05	0.05	0	9.54927	-298.093	0.549204
318	0.05	0.05	0	10	-284.182	0.953335
319	0.05	0.05	0	10	-294.177	1.03517
320	0.05	0.05	0	10	-166.381	0.565581
321	0.05	0.05	0	10	-282.783	1.69962
322	0.05	0.05	0	10	-305.336	1.07975
323	0.05	0.05	0	10	-284.829	0.932836
324	0.05	0.05	0	10	-164.206	0.576508
325	0.05	0.05	0	10	-169.237	1.03064
326	0.05	0.05	0	10	-169.42	1.00108
327	0.05	0.05	0	10	-164.915	0.973409
328	0.05	0.05	0	10	-166.196	1.00777
329	0.05	0.05	0	9.74426	-154.408	0.929074
330	0.05	0.05	0	9.31911	-281.151	1.82083
331	0.05	0.05	0	7.19121	-292.422	1.04009
332	0.05	0.05	0	7.19121	-292.422	0.56824
333	0.05	0.05	0	7.19121	-292.422	0.514386
334	0.05	0.05	0	8.14854	-156.681	0.535804
335	0.05	0.05	0	8.15267	-162.816	1.03916
336	0.05	0.05	0	9.69122	-295.674	1.816
337	0.05	0.05	0	8.788	-196.103	0.663242
338	0.05	0.05	0	6.90273	-154.425	0.787468
339	0.05	0.05	0	7.28139	-160.349	1.03836
340	0.05	0.05	0	6.47163	-151.593	0.945398
341	0.05	0.05	0	6.73315	-152.219	1.00413
342	0.05	0.05	0	7.12512	-410.736	2.69833
343	0.05	0.05	0	7.12512	-410.736	0.713096
344	0.05	0.05	0	7.12512	-410.736	0.3554
345	0.05	0.05	0	5.0018	-148.178	0.360762
346	0.05	0.05	0	5.29552	-140.16	0.945889
347	0.05	0.05	0	4.94327	-138.546	0.988482
348	0.05	0.05	0	5.54904	-151.243	1.09165
349	0.05	0.05	0	5.88536	-151.101	0.999062
350	0.05	0.05	0	6.34362	-144.151	0.954001
351	0.05	0.05	0	6.91146	-149.559	1.03752
352	0.05	0.05	0	6.89183	-271.248	1.81366
353	0.05	0.05	0	9.3215	-164.515	0.606511
354	0.05	0.05	0	8.08631	-159.107	0.96713
355	0.05	0.05	0	8.35359	-159.882	1.00487
356	0.05	0.05	0	7.98811	-157.536	0.985328
357	0.05	0.05	0	7.73953	-150.039	0.952412
358	0.05	0.05	0	8.51582	-153.602	1.02374
359	0.05	0.05	0	7.834	-290.891	1.8938
360	0.05	0.05	0	7.834	-290.891	0.517042
361	0.05	0.05	0	7.834	-290.891	0.547849
362	0.05	0.05	0	7.70844	-155.115	0.533241
363	0.05	0.05	0	8.6587	-164.553	1.06084
364	0.05	0.05	0	9.53472	-173.638	1.05521
365	0.05	0.05	0	10	-294.7	1.69721
366	0.05	0.05	0	10	-161.411	0.547713
367	0.05	0.05	0	10	-299.813	1.85745
368	0.05	0.05	0	9.70547	-162.717	0.542728
369	0.05	0.05	0	10	-450.808	2.77051
370	0.05	0.05	0	10	-450.808	0.358509
371	0.05	0.05	0	10	-174.177	0.386366
372	0.05	0.05	0	10	-300.581	1.72572
373	0.05	0.05	0	9.03386	-274.018	0.911628
374	0.05	0.05	0	8.2276	-154.895	0.565272
375	0.05	0.05	0	9.95207	-160.39	1.03548
376	0.05	0.05	0	9.51343	-338.58	2.11098
377	0.05	0.05	0	9.51343	-338.58	0.492595
378	0.05	0.05	0	9.99242	-304.375	0.898974
379	0.05	0.05	0	8.3154	-290.215	0.953478
380	0.05	0.05	0	8.28888	-164.153	0.565627
381	0.05	0.05	0	7.46903	-153.877	0.937395
382	0.05	0.05	0	6.39218	-267.029	1.73535
383	0.05	0.05	0	5.35501	-286.8	1.07404
384	0.05	0.05	0	5.35501	-286.8	0.525968
385	0.05	0.05	0	4.49852	-146.878	0.512127
386	0.05	0.05	0	3.92938	-132.765	0.903917
387	0.05	0.05	0	3.32351	-138.901	1.04621
388	0.05	0.05	0	2.71041	-122.284	0.880367
389	0.05	0.05	0	2.57365	-121.652	0.994831
390	0.05	0.05	0	1.2624	-105.678	0.868695
391	0.05	0.05	0	1.63149	-112.274	1.06242
392	0.05	0.05	0	1.93253	-118.672	1.05699
393	0.05	0.05	0	3.57595	-129.329	1.0898
394	0.05	0.05	0	2.23456	-114.914	0.888541
395	0.05	0.05	0	2.81085	-124.885	1.08677
396	0.05	0.05	0	2.73941	-122.476	0.980709
397	0.05	0.05	0	3.25545	-137.557	1.12313
398	0.05	0.05	0	4.1784	-138.716	1.00842
399	0.05	0.05	0	3.7233	-137.232	0.989305
400	0.05	0.05	0	3.14042	-121.11	0.882522
401	0.05	0.05	0	2.96968	-126.893	1.04775
402	0.05	0.05	0	3.39977	-129.878	1.02353
403	0.05	0.05	0	4.04039	-146.354	1.12685
404	0.05	0.05	0	2.12478	-115.579	0.78972
405	0.05	0.05	0	4.78458	-145.301	1.25716
406	0.05	0.05	0	4.74991	-147.877	1.01773
407	0.05	0.05	0	4.9598	-149.732	1.01254
408	0.05	0.05	0	5.20128	-289.068	1.93057
409	0.05	0.05	0	6.40474	-156.803	0.542442
410	0.05	0.05	0	6.92116	-287.22	1.83173
411	0.05	0.05	0	6.92116	-287.22	0.541715
412	0.05	0.05	0	6.92116	-287.22	0.561268
413	0.05	0.05	0	4.86003	-134.197	0.467226
414	0.05	0.05	0	6.00997	-141.505	1.05446
415	0.05	0.05	0	7.16977	-154.821	1.09411
416	0.05	0.05	0	6.18665	-156.032	1.00782
417	0.05	0.05	0	5.75946	-135.955	0.87133
418	0.05	0.05	0	5.2397	-150.325	1.10569
419	0.05	0.05	0	3.3964	-140.936	0.937543
420	0.05	0.05	0	3.84212	-148.73	1.0553
421	0.05	0.05	0	2.67137	-124.341	0.836018
422	0.05	0.05	0	2.56046	-134.129	1.07873
423	0.05	0.05	0	2.43358	-120.719	0.900021
424	0.05	0.05	0	2.74445	-128.782	1.06679
425	0.05	0.05	0	1.41266	-109.557	0.850713
426	0.05	0.05	0	0.218545	-84.1556	0.768147
427	0.05	0.05	0	0.51704	-92.378	1.09771
428	0.05	0.05	0	0.952912	-97.4042	1.05441
429	0.05	0.05	0	3.64725	-273.739	2.81034
430	0.05	0.05	0	2.86896	-123.005	0.44935
431	0.05	0.05	0	2.71964	-128.951	1.04834
432	0.05	0.05	0	3.45895	-127.796	0.991043
433	0.05	0.05	0	4.28592	-148.278	1.16027
434	0.05	0.05	0	4.31367	-137.209	0.925349
435	0.05	0.05	0	3.86224	-134.763	0.982171
436	0.05	0.05	0	2.50935	-119.895	0.889675
437	0.05	0.05	0	2.70983	-131.504	1.09683
438	0.05	0.05	0	1.30444	-109.879	0.835556
439	0.05	0.05	0	0.972155	-103.816	0.944823
440	0.05	0.05	0	1.77238	-114.957	1.10731
441	0.05	0.05	0	1.75894	-111.87	0.973151
442	0.05	0.05	0	1.41844	-109.563	0.979372
443	0.05	0.05	0	1.74355	-110.114	1.00503
444	0.05	0.05	0	1.97186	-119.735	1.08738
445	0.05	0.05	0	1.60865	-113.64	0.949095
446	0.05	0.05	0	2.47351	-128.819	1.13357
447	0.05	0.05	0	1.70512	-112.915	0.876539
448	0.05	0.05	0	1.29936	-106.929	0.946992
449	0.05	0.05	0	2.06244	-121.885	1.13987
450	0.05	0.05	0	0.101603	-81.5267	0.668882
451	0.05	0.05	0	0.184838	-85.0516	1.04324
452	0.05	0.05	0	1.66129	-113.161	1.3305
453	0.05	0.05	0	4.09076	-136.888	1.20968
454	0.05	0.05	0	2.93075	-129.085	0.942994
455	0.05	0.05	0	3.82505	-134.187	1.03953
456	0.05	0.05	0	4.30415	-140.445	1.04663
457	0.05	0.05	0	2.25902	-123.258	0.877624
458	0.05	0.05	0	4.22158	-139.997	1.13581
459	0.05	0.05	0	4.18959	-143.289	1.02352
460	0.05	0.05	0	4.20886	-149.283	1.04183
461	0.05	0.05	0	5.08729	-148.488	0.994674
462	0.05	0.05	0	2.01212	-120.149	0.809147
463	0.05	0.05	0	2.82805	-123.933	1.03149
464	0.05	0.05	0	2.61906	-128.248	1.03482
465	0.05	0.05	0	4.1654	-131.264	1.02351
466	0.05	0.05	0	4.91144	-147.333	1.12242
467	0.05	0.05	0	6.34363	-153.596	1.04251
468	0.05	0.05	0	7.61123	-148.594	0.967434
469	0.05	0.05	0	8.34213	-165.064	1.11084
470	0.05	0.05	0	7.59405	-278.837	1.68926
471	0.05	0.05	0	8.78159	-164.619	0.590379
472	0.05	0.05	0	8.29164	-161.089	0.978552
473	0.05	0.05	0	9.53879	-283.425	1.75943
474	0.05	0.05	0	9.53879	-283.425	0.562503
475	0.05	0.05	0	9.53879	-283.425	0.56203
476	0.05	0.05	0	9.53879	-283.425	0.557924
477	0.05	0.05	0	8.49775	-297.134	1.04837
478	0.05	0.05	0	8.49775	-297.134	0.575102
479	0.05	0.05	0	8.0477	-297.993	1.00289
480	0.05	0.05	0	7.70965	-161.398	0.541615
481	0.05	0.05	0	8.72062	-161.405	1.00005
482	0.05	0.05	0	9.28933	-189.91	1.17661
483	0.05	0.05	0	9.28933	-189.91	0.821368
484	0.05	0.05	0	10	-164.747	0.867498
485	0.05	0.05	0	9.49145	-160.315	0.9731
486	0.05	0.05	0	8.21492	-143.841	0.897239
487	0.05	0.05	0	8.24462	-294.68	2.04865
488	0.05	0.05	0	8.24462	-294.68	0.6329
489	0.05	0.05	0	8.11416	-291.845	0.990379
490	0.05	0.05	0	9.73443	-306.041	1.04864
491	0.05	0.05	0	9.88263	-195.723	0.639531
492	0.05	0.05	0	9.90797	-155.878	0.796421
493	0.05	0.05	0	9.42718	-158.608	1.01751
494	0.05	0.05	0	8.6672	-147.525	0.930127
495	0.05	0.05	0	8.63198	-159.883	1.08377
496	0.05	0.05	0	9.29466	-298.249	1.86542
497	0.05	0.05	0	9.28963	-152.727	0.51208
498	0.05	0.05	0	9.6254	-168.341	1.10223
499	0.05	0.05	0	10	-271.431	1.61239
500	0.05	0.05	0	10	-452.929	1.66867
501	0.05	0.05	0	8.98825	-150.709	0.332744
502	0.05	0.05	0	8.24704	-160.752	1.06663
503	0.05	0.05	0	6.9715	-150.482	0.936113
504	0.05	0.05	0	7.82306	-191.323	1.27141
505	0.05	0.05	0	8.89735	-272.943	1.42661
506	0.05	0.05	0	9.47338	-418.015	1.53151
507	0.05	0.05	0	9.47338	-418.015	0.380731
508	0.05	0.05	0	9.47338	-418.015	0.403939
509	0.05	0.05	0	9.47338	-418.015	0.79488
510	0.05	0.05	0	9.47338	-418.015	0.374484
511	0.05	0.05	0	9.47338	-418.015	0.372786
512	0.05	0.05	0	7.98535	-289.13	0.691674
513	0.05	0.05	0	7.70797	-297.536	1.02907
514	0.05	0.05	0	7.70797	-297.536	0.506859
515	0.05	0.05	0	7.20803	-149.129	0.501213
516	0.05	0.05	0	8.63993	-157.836	1.05839
517	0.05	0.05	0	7.47729	-158.891	1.00668
518	0.05	0.05	0	6.93615	-161.75	1.01799
519	0.05	0.05	0	7.98521	-160.366	0.991448
520	0.05	0.05	0	8.73092	-158.912	0.99093
