Thu Sep 30 15:59:59 2021 : random seed set to 1
-0.0319316	-0.0203863	2.60839	0.0736528
-0.00465496	0.00670864	0.303304	0.738374
0.0058165	-0.0144018	-0.711113	2.03626
0.00530722	-0.00389946	-0.729458	2.07396
-0.0261141	-0.00129036	0.762619	0.466443
0.0371524	0.00493217	0.661441	0.516107
0.00877652	0.0207669	-2.65284	14.1943
0.012957	0.00337287	-0.790923	2.2054300.0117679	0.020757	-2.74211	15.5197
-0.0258689	0.00359192	0.212595	0.808483
0.0380008	-0.0143577	0.792808	0.452572
0.0194383	-0.00839691	2.23175	0.10734
-0.0290977	-0.0167101	4.16438	0.0155394
-0.0454277	0.0152242	0.674876	0.50922
-0.0234983	-0.0172437	2.4677	0.08478
0.040596	-0.0175416	1.4702	0.229881
0.0454835	0.00859142	-1.45995	4.30576
-0.0464109	0.0178183	0.395997	0.673009
-0.0307502	-0.00152502	0.153582	0.85763
0.044921	0.0035741	-1.7765	5.90915
0.0431199	0.00798329	-2.66488	14.3662
-0.0594857	0.0194959	-1.84676	6.33927
0.0424537	0.00098943	3.43352	0.032273
0.0117339	0.00706057	-2.27528	9.73065
0.0465701	0.00628526	-2.26044	9.58727
-0.0499402	0.00888251	0.741609	0.476347
-0.0353197	-0.0209301	-1.41168	4.10285
0.00544901	0.0182794	-3.18387	24.1399
-0.0302777	0.0154227	0.212907	0.808231
-0.015852	-0.00041995	0.214185	0.807199
0.0156121	-0.0261508	1.67923	0.186518
-0.00877223	-0.0457399	3.50128	0.0301586
-0.00786811	-0.0185055	3.22417	0.0397887
0.0415029	-0.0460026	4.40267	0.0122446
0.0275507	-0.00823743	1.42802	0.239783
0.0461884	-0.0345134	2.1082	0.121457
0.0440817	-0.0178079	0.367739	0.692298
-0.0459471	0.0235413	-3.70866	40.7992
-0.0209642	-0.0402908	4.33591	0.0130899
0.0168292	-0.000247843	-1.00705	2.73751
-0.0425949	-0.042822	3.22198	0.0398761
-0.00428167	-0.0211906	-1.69866	5.46662
0.0186523	0.0129747	-1.28588	3.61784
-0.0412791	-0.0102167	4.0816	0.0168805
-0.0427104	-0.0348455	1.07939	0.339803
-0.0221048	0.00211288	0.482915	0.616983
0.0136194	0.0113167	-3.56831	35.4567
-0.00581486	-0.0142854	2.2628	0.104059
-0.0149803	0.000567649	2.83313	0.0588282
0.0347302	0.0211779	1.21726	0.296041
0.0344012	0.00427238	-0.587261	1.79905
-0.017276	0.0220822	-2.1965	8.99351
0.0140977	0.00651568	2.57079	0.0764754
0.00136835	0.00782142	0.87344	0.417513
