site.year	cleaner_ID	score_visitor	rel.abund.cleaners	rel.abund.visitors	rel.abund.residents	prob.Vis.Leav
CB_2017	CL03	4	0.148809524098285	0.121356169547746	0.729834306404888	0.2021344875
CB_2017	CL04	15	0.148809524098285	0.121356169547746	0.729834306404888	0.2021344875
CB_2017	CL05	10	0.148809524098285	0.121356169547746	0.729834306404888	0.2021344875
CB_2017	CL06	9	0.148809524098285	0.121356169547746	0.729834306404888	0.2021344875
CB_2017	CL07	10	0.148809524098285	0.121356169547746	0.729834306404888	0.2021344875
CB_2017	CL08	6	0.148809524098285	0.121356169547746	0.729834306404888	0.2021344875
CB_2017	CL09	12	0.148809524098285	0.121356169547746	0.729834306404888	0.2021344875
CB_2017	CL10	1	0.148809524098285	0.121356169547746	0.729834306404888	0.2021344875
NHS_2017	CL11	18	0.42481456505648	0.124715309741519	0.450470125202001	0.3519282894
NHS_2017	CL12	19	0.42481456505648	0.124715309741519	0.450470125202001	0.3519282894
NHS_2017	CL13	2	0.42481456505648	0.124715309741519	0.450470125202001	0.3519282894
NHS_2017	CL14	16	0.42481456505648	0.124715309741519	0.450470125202001	0.3519282894
NHS_2017	CL15	15	0.42481456505648	0.124715309741519	0.450470125202001	0.3519282894
NHS_2017	CL16	11	0.42481456505648	0.124715309741519	0.450470125202001	0.3519282894
NHS_2017	CL17	18	0.42481456505648	0.124715309741519	0.450470125202001	0.3519282894
NHS_2017	CL18	19	0.42481456505648	0.124715309741519	0.450470125202001	0.3519282894
NHS_2017	CL19	19	0.42481456505648	0.124715309741519	0.450470125202001	0.3519282894
NHS_2017	CL20	18	0.42481456505648	0.124715309741519	0.450470125202001	0.3519282894
HS_2017	CL21	13	0.524534687202281	0.13565227353876	0.339813039381783	0.1755231251
HS_2017	CL22	10	0.524534687202281	0.13565227353876	0.339813039381783	0.1755231251
HS_2017	CL23	10	0.524534687202281	0.13565227353876	0.339813039381783	0.1755231251
HS_2017	CL24	6	0.524534687202281	0.13565227353876	0.339813039381783	0.1755231251
HS_2017	CL25	19	0.524534687202281	0.13565227353876	0.339813039381783	0.1755231251
HS_2017	CL26	14	0.524534687202281	0.13565227353876	0.339813039381783	0.1755231251
HS_2017	CL27	16	0.524534687202281	0.13565227353876	0.339813039381783	0.1755231251
HS_2017	CL28	17	0.524534687202281	0.13565227353876	0.339813039381783	0.1755231251
HS_2017	CL29	15	0.524534687202281	0.13565227353876	0.339813039381783	0.1755231251
HS_2017	CL30	10	0.524534687202281	0.13565227353876	0.339813039381783	0.1755231251
MC_2017	CL31	16	0.507614213361592	0.242379234042971	0.250006552595437	0.09422209917
MC_2017	CL32	10	0.507614213361592	0.242379234042971	0.250006552595437	0.09422209917
MC_2017	CL33	10	0.507614213361592	0.242379234042971	0.250006552595437	0.09422209917
MC_2017	CL34	10	0.507614213361592	0.242379234042971	0.250006552595437	0.09422209917
MC_2017	CL35	12	0.507614213361592	0.242379234042971	0.250006552595437	0.09422209917
MC_2017	CL36	11	0.507614213361592	0.242379234042971	0.250006552595437	0.09422209917
MC_2017	CL37	13	0.507614213361592	0.242379234042971	0.250006552595437	0.09422209917
MC_2017	CL38	10	0.507614213361592	0.242379234042971	0.250006552595437	0.09422209917
MC_2017	CL39	6	0.507614213361592	0.242379234042971	0.250006552595437	0.09422209917
MC_2017	CL40	13	0.507614213361592	0.242379234042971	0.250006552595437	0.09422209917
NHS_2018	CL01	13	0.234578627229675	0.128687306076822	0.636734066693504	0.06152105338
NHS_2018	CL02	14	0.234578627229675	0.128687306076822	0.636734066693504	0.06152105338
NHS_2018	CL03	18	0.234578627229675	0.128687306076822	0.636734066693504	0.06152105338
NHS_2018	CL04	7	0.234578627229675	0.128687306076822	0.636734066693504	0.06152105338
NHS_2018	CL05	9	0.234578627229675	0.128687306076822	0.636734066693504	0.06152105338
NHS_2018	CL06	13	0.234578627229675	0.128687306076822	0.636734066693504	0.06152105338
NHS_2018	CL07	15	0.234578627229675	0.128687306076822	0.636734066693504	0.06152105338
NHS_2018	CL08	7	0.234578627229675	0.128687306076822	0.636734066693504	0.06152105338
NHS_2018	CL09	13	0.234578627229675	0.128687306076822	0.636734066693504	0.06152105338
NHS_2018	CL10	12	0.234578627229675	0.128687306076822	0.636734066693504	0.06152105338
CB_2018	CL11	18	0.0349446708605982	0.0703393097217315	0.894716019696214	0.06469668538
CB_2018	CL12	14	0.0349446708605982	0.0703393097217315	0.894716019696214	0.06469668538
CB_2018	CL13	12	0.0349446708605982	0.0703393097217315	0.894716019696214	0.06469668538
CB_2018	CL14	15	0.0349446708605982	0.0703393097217315	0.894716019696214	0.06469668538
CB_2018	CL15	9	0.0349446708605982	0.0703393097217315	0.894716019696214	0.06469668538
CB_2018	CL16	10	0.0349446708605982	0.0703393097217315	0.894716019696214	0.06469668538
CB_2018	CL17	12	0.0349446708605982	0.0703393097217315	0.894716019696214	0.06469668538
CB_2018	CL18	4	0.0349446708605982	0.0703393097217315	0.894716019696214	0.06469668538
CB_2018	CL19	15	0.0349446708605982	0.0703393097217315	0.894716019696214	0.06469668538
CB_2018	CL20	12	0.0349446708605982	0.0703393097217315	0.894716019696214	0.06469668538
MC_2018	CL21	11	0.537190082884537	0.164222873859136	0.298587043353693	0.06739899363
MC_2018	CL22	10	0.537190082884537	0.164222873859136	0.298587043353693	0.06739899363
MC_2018	CL23	9	0.537190082884537	0.164222873859136	0.298587043353693	0.06739899363
MC_2018	CL24	18	0.537190082884537	0.164222873859136	0.298587043353693	0.06739899363
MC_2018	CL25	14	0.537190082884537	0.164222873859136	0.298587043353693	0.06739899363
MC_2018	CL26	4	0.537190082884537	0.164222873859136	0.298587043353693	0.06739899363
MC_2018	CL27	18	0.537190082884537	0.164222873859136	0.298587043353693	0.06739899363
MC_2018	CL28	15	0.537190082884537	0.164222873859136	0.298587043353693	0.06739899363
MC_2018	CL29	10	0.537190082884537	0.164222873859136	0.298587043353693	0.06739899363
MC_2018	CL30	10	0.537190082884537	0.164222873859136	0.298587043353693	0.06739899363
TC_2018	CL31	11	0.606443461913165	0.10428867643941	0.289267861753997	0.09923815456
TC_2018	CL32	10	0.606443461913165	0.10428867643941	0.289267861753997	0.09923815456
TC_2018	CL33	12	0.606443461913165	0.10428867643941	0.289267861753997	0.09923815456
TC_2018	CL34	8	0.606443461913165	0.10428867643941	0.289267861753997	0.09923815456
TC_2018	CL35	4	0.606443461913165	0.10428867643941	0.289267861753997	0.09923815456
TC_2018	CL36	18	0.606443461913165	0.10428867643941	0.289267861753997	0.09923815456
TC_2018	CL37	2	0.606443461913165	0.10428867643941	0.289267861753997	0.09923815456
TC_2018	CL38	16	0.606443461913165	0.10428867643941	0.289267861753997	0.09923815456
TC_2018	CL39	0	0.606443461913165	0.10428867643941	0.289267861753997	0.09923815456
TC_2018	CL40	13	0.606443461913165	0.10428867643941	0.289267861753997	0.09923815456
MC_2016	CL01	14	0.284938941837623	0.355571457664608	0.359489600497768	0.04088754947
MC_2016	CL02	9	0.284938941837623	0.355571457664608	0.359489600497768	0.04088754947
MC_2016	CL03	15	0.284938941837623	0.355571457664608	0.359489600497768	0.04088754947
MC_2016	CL04	8	0.284938941837623	0.355571457664608	0.359489600497768	0.04088754947
MC_2016	CL05	15	0.284938941837623	0.355571457664608	0.359489600497768	0.04088754947
MC_2016	CL06	8	0.284938941837623	0.355571457664608	0.359489600497768	0.04088754947
MC_2016	CL07	6	0.284938941837623	0.355571457664608	0.359489600497768	0.04088754947
MC_2016	CL08	5	0.284938941837623	0.355571457664608	0.359489600497768	0.04088754947
MC_2016	CL09	10	0.284938941837623	0.355571457664608	0.359489600497768	0.04088754947
MC_2016	CL10	11	0.284938941837623	0.355571457664608	0.359489600497768	0.04088754947
NHS_2016	CL21	16	0.104685942221901	0.141082505317439	0.75423155246066	0.04298967966
NHS_2016	CL12	15	0.104685942221901	0.141082505317439	0.75423155246066	0.04298967966
NHS_2016	CL13	13	0.104685942221901	0.141082505317439	0.75423155246066	0.04298967966
NHS_2016	CL14	14	0.104685942221901	0.141082505317439	0.75423155246066	0.04298967966
NHS_2016	CL15	13	0.104685942221901	0.141082505317439	0.75423155246066	0.04298967966
NHS_2016	CL23	18	0.104685942221901	0.141082505317439	0.75423155246066	0.04298967966
NHS_2016	CL17	14	0.104685942221901	0.141082505317439	0.75423155246066	0.04298967966
NHS_2016	CL18	13	0.104685942221901	0.141082505317439	0.75423155246066	0.04298967966
NHS_2016	CL19	18	0.104685942221901	0.141082505317439	0.75423155246066	0.04298967966
NHS_2016	CL20	11	0.104685942221901	0.141082505317439	0.75423155246066	0.04298967966
