site.year	cleaner_ID	score_visitor	rel.abund.cleaners	rel.abund.visitors	rel.abund.residents	prob.Vis.Leav
CB_2010	CL01	9	0.116731517380278	0.0702992005082417	0.812969281917402	0.04255362638
CB_2010	CL02	17	0.116731517380278	0.0702992005082417	0.812969281917402	0.04255362638
CB_2010	CL03	3	0.116731517380278	0.0702992005082417	0.812969281917402	0.04255362638
CB_2010	CL04	16	0.116731517380278	0.0702992005082417	0.812969281917402	0.04255362638
CB_2010	CL05	11	0.116731517380278	0.0702992005082417	0.812969281917402	0.04255362638
MC_2010	CL04	18	0.343586387386033	0.216414418458627	0.43999919415534	0.2126077771
MC_2010	CL03	18	0.343586387386033	0.216414418458627	0.43999919415534	0.2126077771
MC_2010	CL01	18	0.343586387386033	0.216414418458627	0.43999919415534	0.2126077771
MC_2010	CL07	18	0.343586387386033	0.216414418458627	0.43999919415534	0.2126077771
MC_2010	CL08	17	0.343586387386033	0.216414418458627	0.43999919415534	0.2126077771
MC_2010	CL09	10	0.343586387386033	0.216414418458627	0.43999919415534	0.2126077771
MC_2010	CL05	17	0.343586387386033	0.216414418458627	0.43999919415534	0.2126077771
MC_2010	CL02	18	0.343586387386033	0.216414418458627	0.43999919415534	0.2126077771
MC_2010	CL06	18	0.343586387386033	0.216414418458627	0.43999919415534	0.2126077771
MC_2010	CL10	5	0.343586387386033	0.216414418458627	0.43999919415534	0.2126077771
CB_2010	CL06	5	0.116731517380278	0.0702992005082417	0.812969281917402	0.04255362638
CB_2010	CL07	13	0.116731517380278	0.0702992005082417	0.812969281917402	0.04255362638
CB_2010	CL08	6	0.116731517380278	0.0702992005082417	0.812969281917402	0.04255362638
CB_2010	CL09	9	0.116731517380278	0.0702992005082417	0.812969281917402	0.04255362638
CB_2010	CL10	14	0.116731517380278	0.0702992005082417	0.812969281917402	0.04255362638
CB_2017	CL01	13	0.148809524098285	0.121356169547746	0.729834306404888	0.2021344875
CB_2017	CL02	10	0.148809524098285	0.121356169547746	0.729834306404888	0.2021344875
