site_year	rel.abund.cleaners	rel.abund.visitors	rel.abund.residents	prob.Vis.Leav	market_binomial
NHS 2017	0.42481456505648	0.124715309741519	0.450470125202001	0.3519282894	0
NHS 2017	0.42481456505648	0.124715309741519	0.450470125202001	0.3519282894	1
NHS 2017	0.42481456505648	0.124715309741519	0.450470125202001	0.3519282894	1
NHS 2017	0.42481456505648	0.124715309741519	0.450470125202001	0.3519282894	1
NHS 2017	0.42481456505648	0.124715309741519	0.450470125202001	0.3519282894	1
NHS 2018	0.234578627229675	0.128687306076822	0.636734066693504	0.06152105338	0
NHS 2018	0.234578627229675	0.128687306076822	0.636734066693504	0.06152105338	0
NHS 2018	0.234578627229675	0.128687306076822	0.636734066693504	0.06152105338	1
NHS 2018	0.234578627229675	0.128687306076822	0.636734066693504	0.06152105338	0
NHS 2018	0.234578627229675	0.128687306076822	0.636734066693504	0.06152105338	0
NHS 2018	0.234578627229675	0.128687306076822	0.636734066693504	0.06152105338	0
NHS 2018	0.234578627229675	0.128687306076822	0.636734066693504	0.06152105338	0
NHS 2018	0.234578627229675	0.128687306076822	0.636734066693504	0.06152105338	0
NHS 2018	0.234578627229675	0.128687306076822	0.636734066693504	0.06152105338	0
NHS 2018	0.234578627229675	0.128687306076822	0.636734066693504	0.06152105338	0
TC 2018	0.606443461913165	0.10428867643941	0.289267861753997	0.09923815456	0
TC 2018	0.606443461913165	0.10428867643941	0.289267861753997	0.09923815456	0
TC 2018	0.606443461913165	0.10428867643941	0.289267861753997	0.09923815456	0
TC 2018	0.606443461913165	0.10428867643941	0.289267861753997	0.09923815456	0
TC 2018	0.606443461913165	0.10428867643941	0.289267861753997	0.09923815456	0
TC 2018	0.606443461913165	0.10428867643941	0.289267861753997	0.09923815456	1
TC 2018	0.606443461913165	0.10428867643941	0.289267861753997	0.09923815456	0
TC 2018	0.606443461913165	0.10428867643941	0.289267861753997	0.09923815456	1
TC 2018	0.606443461913165	0.10428867643941	0.289267861753997	0.09923815456	0
TC 2018	0.606443461913165	0.10428867643941	0.289267861753997	0.09923815456	0
